Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,S. Agüero ST,25,88,90,"Manchester City
2011 ~ 2017",153079,"172cm / 5'8""",74kg / 163lbs,Right,86,ST,2,"Jul 28, 2011",,€42M,€190K,€0,401,70,90,71,84,86,397,90,82,72,63,90,440,93,85,86,86,90,377,86,76,66,70,79,337,57,24,87,83,86,,70,25,20,25,59,13,15,6,11,14,2081,436,4,4,High,Low,4,Normal (170-185),89,86,77,89,28,67
,B. Schweinsteiger CM CDM,28,88,88,"FC Bayern München
2002 ~ 2016",121944,"183cm / 6'0""",79kg / 174lbs,Right,86,CM,0,"Jul 1, 2002",,€27.5M,€180K,€0,406,81,74,78,89,84,416,82,83,78,87,86,364,59,64,75,90,76,409,86,75,86,76,86,414,79,86,82,86,81,,224,68,79,77,65,14,14,13,13,11,2298,467,3,3,High,High,4,Normal (170-185),62,80,86,83,77,79
,Xavi CM,33,88,88,"FC Barcelona
1998 ~ 2014",10535,"170cm / 5'7""",68kg / 150lbs,Right,86,CAM,0,"Jul 1, 1998",,€15M,€180K,€0,371,85,74,51,95,66,437,81,85,87,91,93,395,67,65,82,91,90,324,67,53,70,60,74,379,53,71,84,96,75,,177,55,61,61,46,5,15,12,5,9,2129,438,3,3,Medium,Medium,5,Normal (170-),66,73,92,86,60,61
,A. Robben RM LM RW,29,88,88,"FC Bayern München
2009 ~ 2017",9014,"180cm / 5'11""",80kg / 176lbs,Left,87,CAM,0,"Aug 28, 2009",,€25.5M,€200K,€0,381,80,83,50,84,84,424,93,85,84,73,89,454,93,91,92,87,91,368,86,61,67,65,89,324,38,38,87,82,79,,78,29,24,25,49,10,8,11,5,15,2078,440,2,4,High,Low,5,Normal (170-185),92,85,81,91,31,60
,E. Cavani ST RW,26,87,89,"Paris Saint Germain
2013 ~ 2018",179813,"184cm / 6'0""",71kg / 157lbs,Right,85,ST,2,"Jul 16, 2013",,€27.5M,€180K,€0,402,70,90,85,74,83,362,80,75,73,50,84,393,79,86,83,86,59,427,85,92,94,76,80,388,86,55,90,75,82,,96,24,45,27,53,12,5,13,13,10,2121,446,3,3,Medium,Medium,4,Lean (170-185),83,86,70,81,43,83
,Juan Mata CAM RM,25,87,88,"Manchester United
2014 ~ 2018",178088,"174cm / 5'9""",63kg / 139lbs,Left,86,CAM,1,"Jan 25, 2014",,€36.5M,€170K,€0,386,83,79,66,87,71,416,86,82,81,78,89,425,85,73,90,88,89,349,74,72,79,52,72,338,52,39,87,89,71,,72,25,22,25,46,9,10,14,5,8,2032,418,3,4,Medium,Medium,3,Lean (170-185),78,76,85,88,31,60
,M. Özil CAM,24,87,89,"Arsenal
2013 ~ 2018",176635,"181cm / 5'11""",70kg / 154lbs,Left,85,CAM,2,"Sep 2, 2013",,€36.5M,€180K,€0,375,83,73,54,88,77,421,87,84,79,80,91,398,79,71,85,85,78,317,69,53,64,56,75,332,56,24,84,92,76,,72,22,25,25,50,6,14,10,6,14,1965,407,2,4,Medium,Low,4,Lean (170-185),75,74,86,87,27,58
,G. Bale RM RW,23,87,91,"Real Madrid
2013 ~ 2019",173731,"183cm / 6'0""",74kg / 163lbs,Left,85,RM,4,"Sep 2, 2013",,€33.5M,€170K,€0,401,84,84,74,83,76,424,86,87,85,81,85,412,92,94,77,84,65,412,87,68,90,79,88,383,77,67,83,80,76,,213,68,73,72,52,15,15,11,5,6,2297,496,3,4,High,Medium,4,Lean (170-185),93,85,83,84,70,81
,David Silva LM CAM RM,27,87,88,"Manchester City
2010 ~ 2017",168542,"170cm / 5'7""",67kg / 148lbs,Left,86,CAM,1,"Jul 14, 2010",,€24M,€170K,€0,384,81,76,58,89,80,423,87,83,77,85,91,423,83,74,93,85,88,343,76,66,68,53,80,343,51,41,84,90,77,,82,23,30,29,57,13,9,13,9,13,2055,420,2,4,High,Low,4,Normal (170-185),78,77,86,89,33,57
,M. Neuer GK,27,87,89,"FC Bayern München
2011 ~ 2019",167495,"193cm / 6'4""",92kg / 203lbs,Right,85,GK,2,"Jul 1, 2011",,€11M,€170K,€0,142,25,25,25,42,25,147,25,25,25,41,31,264,50,54,39,86,35,258,42,78,35,78,25,130,26,22,25,20,37,,75,25,25,25,431,87,82,92,84,86,1447,483,4,1,Medium,Medium,4,Normal (185+),87,82,92,86,52,84
,P. Lahm CDM RB LB CM,29,87,87,"FC Bayern München
2002 ~ 2016",121939,"170cm / 5'7""",66kg / 146lbs,Right,88,RWB,0,"Nov 1, 2002",,€15.5M,€170K,€0,350,88,44,64,88,66,386,80,77,59,84,86,426,82,77,83,92,92,342,57,73,88,59,65,368,57,92,65,85,69,,268,86,88,94,47,11,12,5,14,5,2187,454,3,3,High,High,4,Normal (170-),79,54,85,83,86,67
,W. Rooney CF ST CAM,27,87,87,"Manchester United
2004 ~ 2019",54050,"176cm / 5'9""",83kg / 183lbs,Right,85,CF,0,"Aug 31, 2004",,€27.5M,€180K,€0,418,78,87,80,84,89,417,83,84,79,85,86,394,75,79,77,86,77,430,91,80,89,85,85,378,89,39,86,83,81,,120,29,54,37,49,10,11,13,8,7,2206,461,4,3,High,High,4,Stocky (170-185),77,87,83,83,44,87
,R. Lewandowski ST CF,24,86,89,"Borussia Dortmund
2010 ~ 2014",188545,"184cm / 6'0""",78kg / 172lbs,Right,84,ST,3,"Jul 1, 2010",,€36.5M,€180K,€0,396,62,87,83,82,82,376,84,75,66,65,86,411,81,81,80,87,82,402,81,84,76,81,80,357,80,39,86,78,74,,92,25,42,25,51,15,6,12,8,10,2085,441,4,4,High,Medium,4,Normal (170-185),81,83,74,84,39,80
,Á. Di María RM CM,25,86,88,"Real Madrid
2010 ~ 2018",183898,"180cm / 5'11""",70kg / 154lbs,Left,85,RM,2,"Jul 1, 2010",,€32.5M,€160K,€0,374,89,74,53,81,77,407,86,84,70,82,85,427,90,90,90,78,79,381,88,72,79,64,78,368,76,53,82,84,73,,165,42,62,61,51,10,7,11,12,11,2173,460,2,4,High,High,3,Lean (170-185),90,78,83,85,53,71
,A. Vidal CM,26,86,88,"Juventus
2011 ~ 2017",181872,"180cm / 5'11""",75kg / 165lbs,Right,84,CM,2,"Jul 1, 2011",,€24M,€170K,€0,390,77,79,69,86,79,392,81,77,69,80,85,400,81,77,79,85,78,406,78,81,93,75,79,423,88,86,80,81,88,,251,75,87,89,21,5,3,5,3,5,2283,485,4,3,High,High,4,Normal (170-185),79,79,81,82,82,82
,L. Modrić CM CAM CDM,27,86,88,"Real Madrid
2012 ~ 2017",177003,"174cm / 5'9""",65kg / 143lbs,Right,85,CM,2,"Aug 1, 2012",,€24M,€160K,€0,369,76,70,57,90,76,423,83,83,79,88,90,424,79,74,93,84,94,372,73,67,86,62,84,391,69,71,80,91,80,,185,58,68,59,52,13,9,7,14,9,2216,458,4,4,High,Medium,3,Lean (170-185),76,75,86,87,64,70
,Cesc Fàbregas CM CF,26,86,90,"FC Barcelona
2011 ~ 2016",162895,"179cm / 5'10""",75kg / 165lbs,Right,85,CAM,4,"Aug 1, 2011",,€24M,€170K,€0,408,83,78,74,92,81,420,81,77,81,92,89,360,67,68,65,83,77,362,77,68,74,64,79,372,45,61,87,93,86,,190,62,66,62,54,6,10,8,15,15,2166,445,3,3,High,Medium,4,Normal (170-),68,79,89,82,64,63
,Sergio Ramos CB RB,27,86,89,"Real Madrid
2005 ~ 2017",155862,"183cm / 6'0""",75kg / 165lbs,Right,84,CB,3,"Aug 1, 2005",,€19M,€170K,€0,350,74,59,86,76,55,353,66,73,62,70,82,386,81,79,84,82,60,379,71,91,82,80,55,351,83,87,52,63,66,,257,83,86,88,46,11,8,9,7,11,2122,452,3,3,High,Medium,4,Normal (170-185),80,60,71,73,86,82
,Piqué CB,26,86,91,"FC Barcelona
2008 ~ 2015",152729,"192cm / 6'4""",85kg / 187lbs,Right,84,CB,5,"Jul 1, 2008",,€19M,€170K,€0,333,50,58,83,85,57,310,64,43,43,84,76,306,60,63,57,82,44,323,53,74,70,84,42,350,69,89,50,73,69,,266,89,90,87,58,10,11,14,15,8,1946,420,3,2,High,Medium,4,Normal (185+),62,54,71,67,89,77
,C. Tévez ST,29,86,86,"Juventus
2013 ~ 2016",143001,"173cm / 5'8""",75kg / 165lbs,Right,86,CAM,0,"Jul 1, 2013",,€26M,€180K,€0,397,77,87,63,83,87,407,87,85,81,65,89,432,87,85,83,87,90,410,86,72,87,81,84,384,88,40,88,84,84,,145,35,55,55,20,5,3,4,3,5,2195,468,3,3,High,High,4,Stocky (170-),86,86,79,87,47,83
,V. Kompany CB,27,86,87,"Manchester City
2008 ~ 2018",139720,"190cm / 6'3""",85kg / 187lbs,Right,84,CB,1,"Aug 22, 2008",,€19M,€170K,€0,316,61,45,84,80,46,337,70,61,52,75,79,333,68,76,63,84,42,374,76,73,70,88,67,332,78,87,41,63,63,,259,84,90,85,38,10,9,5,8,6,1989,437,3,2,Medium,Medium,4,Normal (185+),72,56,70,71,87,81
,Y. Touré CM CDM,30,86,86,"Manchester City
2010 ~ 2017",20289,"191cm / 6'3""",90kg / 198lbs,Right,84,CM,0,"Jul 2, 2010",,€20.5M,€170K,€0,385,67,82,82,86,68,413,81,80,85,83,84,366,73,79,64,85,65,432,86,79,93,92,82,413,86,81,81,85,80,,238,74,83,81,53,13,14,6,12,8,2300,489,4,3,Medium,Medium,4,Lean (185+),76,82,81,80,80,90
,Casillas GK,32,86,86,"Real Madrid
1999 ~ 2017",5479,"185cm / 6'1""",84kg / 185lbs,Left,84,GK,0,"Jul 1, 1999",,€9M,€170K,€0,121,25,25,25,21,25,123,25,25,25,22,26,317,65,63,62,81,46,244,26,77,46,70,25,122,23,25,25,25,24,,75,25,25,25,407,89,80,67,81,90,1409,471,2,1,Medium,Medium,4,Normal (170-185),89,80,67,90,64,81
,M. Götze CAM CF CM RM,21,85,92,"FC Bayern München
2013 ~ 2017",192318,"176cm / 5'9""",72kg / 159lbs,Right,84,CAM,7,"Jul 1, 2013",,€21M,€140K,€0,372,74,76,57,87,78,409,91,78,74,76,90,428,83,82,88,88,87,333,68,64,71,65,65,337,46,54,84,86,67,,80,25,29,26,49,14,7,12,6,10,2008,423,4,4,Medium,Medium,3,Normal (170-185),82,72,81,90,35,63
,Neymar LW CF ST,21,85,91,"FC Barcelona
2013 ~ 2018",190871,"175cm / 5'9""",64kg / 141lbs,Right,83,LW,6,"Jul 1, 2013",,€18.5M,€160K,€0,374,70,84,62,75,83,412,92,78,78,73,91,442,91,89,92,86,84,338,77,61,86,45,69,334,56,36,87,74,81,,78,21,24,33,59,9,9,15,15,11,2037,423,5,5,High,Medium,4,Lean (170-185),90,80,74,91,30,58
,T. Müller RM CAM ST LM,23,85,88,"FC Bayern München
2008 ~ 2017",189596,"186cm / 6'1""",75kg / 165lbs,Right,84,CF,3,"Aug 10, 2008",,€20M,€150K,€0,418,83,87,79,85,84,377,79,81,60,74,83,404,82,82,79,87,74,389,81,72,88,68,80,366,57,48,90,85,86,,96,25,39,32,52,6,7,11,14,14,2102,439,4,3,High,High,4,Lean (185+),82,84,82,80,40,71
,Sergio Busquets CDM,24,85,89,"FC Barcelona
2008 ~ 2018",189511,"189cm / 6'2""",73kg / 161lbs,Right,84,CDM,4,"Sep 1, 2008",,€15.5M,€140K,€0,321,62,60,70,85,44,371,74,66,68,79,84,313,59,54,57,86,57,345,61,66,86,78,54,395,86,86,77,86,60,,243,79,85,79,48,5,8,13,9,13,2036,430,3,3,Medium,Medium,3,Lean (185+),56,59,78,75,81,81
,M. Reus LM RM ST CAM,24,85,88,"Borussia Dortmund
2012 ~ 2017",188350,"181cm / 5'11""",73kg / 161lbs,Right,85,CAM,3,"Jul 1, 2012",,€19.5M,€140K,€0,384,79,86,49,83,87,417,88,85,85,77,82,438,89,92,89,86,82,390,85,72,77,67,89,333,44,36,87,83,83,,95,25,32,38,61,12,12,13,13,11,2118,443,4,4,High,Medium,3,Lean (170-185),91,86,82,86,33,65
,M. Hummels CB,24,85,88,"Borussia Dortmund
2009 ~ 2017",178603,"192cm / 6'4""",90kg / 198lbs,Right,84,CB,3,"Jul 1, 2009",,€16.5M,€140K,€0,337,59,57,90,80,51,345,66,61,61,81,76,340,63,67,64,85,61,348,71,70,68,90,49,360,73,88,51,76,72,,258,84,88,86,42,15,6,10,5,6,2030,433,3,2,High,Medium,3,Normal (185+),65,58,73,70,87,80
,M. Benatia CB,26,85,87,"Roma
2013 ~ 2018",177509,"189cm / 6'2""",88kg / 194lbs,Right,85,CB,2,"Jul 13, 2013",,€11.5M,€110K,€0,278,46,50,86,66,30,257,60,33,28,64,72,350,74,75,69,84,48,328,62,80,76,86,24,311,86,90,40,48,47,,266,90,89,87,42,8,5,9,8,12,1832,413,3,2,High,High,2,Normal (185+),75,46,55,65,89,83
,K. Benzema ST,25,85,87,"Real Madrid
2009 ~ 2015",165153,"184cm / 6'0""",79kg / 174lbs,Right,83,ST,2,"Jul 1, 2009",,€21.5M,€160K,€0,402,75,88,78,84,77,367,82,80,73,47,85,400,83,84,79,83,71,381,83,71,74,75,78,337,65,22,87,81,82,,75,25,25,25,41,13,11,5,5,7,2003,428,4,4,Medium,Medium,4,Normal (170-185),84,84,75,82,30,73
,A. Turan LM RM CAM,26,85,88,"Atlético Madrid
2011 ~ 2017",143745,"177cm / 5'10""",76kg / 168lbs,Right,84,LM,3,"Aug 9, 2011",,€14.5M,€140K,€0,391,83,72,70,86,80,404,90,81,64,80,89,406,81,73,84,83,85,370,74,80,71,68,77,371,78,51,82,87,73,,185,58,60,67,52,11,7,11,12,11,2179,453,4,4,High,High,3,Normal (170-185),77,74,83,89,59,71
,N. Vidić CB,31,85,85,"Manchester United
2006 ~ 2014",140601,"189cm / 6'2""",88kg / 194lbs,Right,83,CB,0,"Jan 5, 2006",,€8M,€150K,€0,272,40,37,89,65,41,260,44,43,48,62,63,279,51,54,50,77,47,324,57,85,64,90,28,315,92,82,26,56,59,,253,85,86,82,45,12,5,14,8,6,1748,370,3,2,Medium,High,4,Normal (185+),53,40,56,52,85,84
,W. Sneijder CAM CM LM,29,85,85,"Galatasaray
2013 ~ 2016",139869,"170cm / 5'7""",67kg / 148lbs,Right,84,CAM,0,"Jan 22, 2013",,€15.5M,€140K,€0,370,83,76,46,87,78,433,84,88,85,89,87,396,76,74,82,79,85,353,86,51,71,61,84,360,62,49,79,90,80,,146,42,51,53,50,9,5,13,11,12,2108,438,5,3,Medium,Medium,3,Normal (170-),75,80,87,85,48,63
,D. De Rossi CDM,29,85,85,"Roma
2002 ~ 2017",53302,"185cm / 6'1""",83kg / 183lbs,Right,84,CDM,0,"Jul 1, 2002",,€9.5M,€110K,€0,380,70,64,85,86,75,380,74,68,72,84,82,358,69,69,69,83,68,405,82,78,84,84,77,398,85,88,69,80,76,,246,76,86,84,54,11,8,14,11,10,2221,464,4,2,Medium,High,3,Normal (170-185),69,72,80,76,83,84
,P. Čech GK,31,85,85,"Chelsea
2004 ~ 2016",48940,"196cm / 6'5""",90kg / 198lbs,Left,83,GK,0,"Jul 1, 2004",,€6.5M,€150K,€0,135,25,25,25,35,25,140,25,25,25,33,32,281,45,52,49,85,50,181,21,38,32,65,25,141,25,23,25,25,43,,75,25,25,25,408,84,83,73,83,85,1361,457,3,1,Medium,Medium,4,Normal (185+),84,83,73,85,49,83
,Xabi Alonso CDM,31,85,85,"Real Madrid
2009 ~ 2016",45197,"183cm / 6'0""",77kg / 170lbs,Right,83,CDM,0,"Aug 1, 2009",,€7M,€150K,€0,374,79,63,73,88,71,407,65,81,83,94,84,314,55,55,56,83,65,342,86,43,54,77,82,420,81,86,80,91,82,,226,74,82,70,45,7,8,10,10,10,2128,435,4,2,Medium,High,4,Normal (170-185),55,74,87,71,78,70
,Isco CAM LM CM CF,21,84,88,"Real Madrid
2013 ~ 2018",197781,"176cm / 5'9""",74kg / 163lbs,Right,84,CAM,4,"Jul 3, 2013",,€21M,€140K,€0,359,74,78,61,87,59,418,88,84,74,83,89,401,78,74,86,79,84,348,73,64,70,59,82,344,58,43,82,85,76,,74,25,23,26,51,10,8,12,15,6,1995,417,3,3,High,Low,2,Normal (170-185),76,77,83,87,32,62
,T. Courtois GK,21,84,88,"Atlético Madrid
2011 ~ 2016",192119,"199cm / 6'6""",91kg / 201lbs,Left,84,GK,4,"Jul 26, 2011",,€11M,€130K,€0,132,25,25,25,32,25,129,25,25,25,31,23,283,46,52,64,76,45,237,36,68,38,70,25,125,23,25,25,25,27,,75,25,25,25,412,82,87,69,86,88,1393,461,3,1,Medium,Medium,2,Lean (185+),82,87,69,88,49,86
,C. Eriksen LM CAM,21,84,88,"Tottenham Hotspur
2013 ~ 2018",190460,"177cm / 5'10""",71kg / 157lbs,Right,83,LM,4,"Aug 30, 2013",,€18.5M,€110K,€0,359,84,70,52,84,69,421,84,85,84,82,86,409,85,82,82,81,79,345,78,57,89,47,74,317,35,55,74,86,67,,116,42,52,22,43,9,14,7,7,6,2010,426,5,4,High,Medium,3,Normal (170-185),83,72,84,84,47,56
,Pedro LW RW,25,84,88,"FC Barcelona
2008 ~ 2016",189505,"169cm / 5'7""",64kg / 141lbs,Right,83,LW,4,"Jan 1, 2008",,€19.5M,€140K,€0,369,79,81,55,84,70,384,85,81,57,74,87,423,86,83,84,88,82,342,71,67,78,52,74,335,56,49,87,77,66,,93,30,32,31,52,5,11,12,15,9,1998,423,5,4,High,High,3,Normal (170-),84,77,79,86,37,60
,Hulk RW ST RM,26,84,86,"Zenit
2012 ~ 2017",189362,"180cm / 5'11""",85kg / 187lbs,Left,84,LW,2,"Sep 3, 2012",,€16.5M,€140K,€0,388,81,86,68,80,73,408,84,82,84,75,83,412,88,85,79,83,77,424,92,72,82,90,88,380,84,55,85,76,80,,102,33,41,28,46,6,10,7,11,12,2160,464,2,4,High,Medium,3,Stocky (170-185),86,87,79,83,43,86
,Oscar CAM RM,21,84,87,"Chelsea
2012 ~ 2015",188152,"180cm / 5'11""",68kg / 150lbs,Right,83,CAM,3,"Jul 26, 2012",,€21M,€140K,€0,343,70,75,54,85,59,400,85,77,70,82,86,410,84,79,86,81,80,325,76,66,76,31,76,299,31,34,81,85,68,,134,37,50,47,61,12,10,15,12,12,1972,408,3,4,Medium,High,3,Lean (170-185),81,75,80,85,43,44
,J. Boateng CB RB,24,84,86,"FC Bayern München
2011 ~ 2018",183907,"192cm / 6'4""",90kg / 198lbs,Right,83,CB,2,"Jul 14, 2011",,€16.5M,€140K,€0,316,68,34,80,76,58,294,67,54,24,74,75,342,68,79,62,81,52,370,78,78,68,88,58,304,86,81,43,48,46,,251,82,84,85,45,7,12,15,6,5,1922,423,4,3,Medium,Medium,3,Normal (170-185),74,50,65,69,83,82
,T. Kroos CAM CM CDM,23,84,88,"FC Bayern München
2007 ~ 2015",182521,"182cm / 6'0""",78kg / 172lbs,Right,83,CAM,4,"Jul 1, 2007",,€22.5M,€140K,€0,381,86,76,48,88,83,427,84,86,83,87,87,354,62,53,75,86,78,374,88,54,74,68,90,352,53,65,75,86,73,,149,36,59,54,51,10,11,13,7,10,2088,427,5,3,Medium,Medium,3,Normal (170-185),57,81,87,84,52,66
,S. Khedira CDM CM,26,84,86,"Real Madrid
2010 ~ 2015",179846,"189cm / 6'2""",85kg / 187lbs,Right,83,CDM,2,"Jul 1, 2010",,€10.5M,€140K,€0,360,55,62,80,85,78,337,60,67,58,75,77,311,56,61,52,83,59,395,82,62,88,89,74,375,80,89,66,79,61,,242,75,88,79,48,11,9,5,15,8,2068,436,4,2,Medium,High,3,Normal (185+),59,69,74,65,83,86
,Diego Costa ST,24,84,87,"Atlético Madrid
2007 ~ 2018",179844,"188cm / 6'2""",81kg / 179lbs,Right,84,ST,3,"Jan 1, 2007",,€21.5M,€140K,€0,379,63,88,82,65,81,330,82,58,59,48,83,371,76,85,63,85,62,378,82,60,76,91,69,369,89,40,87,74,79,,101,28,39,34,55,11,13,12,8,11,1983,431,4,3,High,High,2,Lean (185+),81,82,63,80,40,85
,Javi Martinez CB CDM CM,24,84,86,"FC Bayern München
2012 ~ 2017",177610,"190cm / 6'3""",81kg / 179lbs,Right,83,CB,2,"Aug 29, 2012",,€16.5M,€140K,€0,345,60,55,86,80,64,335,65,65,51,78,76,317,59,55,60,85,58,376,75,67,84,87,63,377,88,86,67,78,58,,250,79,86,85,45,5,12,9,11,8,2045,429,3,3,Medium,Medium,3,Normal (185+),57,62,73,68,84,85
,C. Marchisio CM CDM,27,84,88,"Juventus
2007 ~ 2016",173210,"179cm / 5'10""",76kg / 168lbs,Right,83,CM,4,"Jun 1, 2007",,€14.5M,€140K,€0,387,77,75,69,85,81,399,83,79,69,83,85,404,79,79,83,85,78,389,76,75,87,72,79,408,84,80,84,84,76,,227,67,77,83,22,5,4,5,3,5,2236,473,4,4,High,High,3,Lean (170-185),79,77,82,83,74,78
,S. Sirigu GK,26,84,85,"Paris Saint Germain
2011 ~ 2015",168435,"192cm / 6'4""",80kg / 176lbs,Right,84,GK,1,"Jul 1, 2011",,€6.5M,€130K,€0,123,25,25,25,23,25,128,25,25,25,28,25,290,50,51,52,82,55,234,42,67,34,66,25,137,34,20,25,25,33,,75,25,25,25,410,86,79,73,85,87,1397,461,2,1,Medium,Medium,2,Normal (185+),86,79,73,87,51,85
,H. Lloris GK,26,84,86,"Tottenham Hotspur
2012 ~ 2016",167948,"188cm / 6'2""",73kg / 161lbs,Left,83,GK,2,"Aug 1, 2012",,€6.5M,€110K,€0,127,25,25,25,27,25,140,25,25,25,31,34,321,65,63,55,84,54,211,23,74,46,43,25,148,31,27,25,25,40,,75,25,25,25,406,86,80,71,81,88,1428,470,1,1,Medium,Medium,3,Lean (185+),86,80,71,88,64,81
