Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,S. Mané LW,27,90,90,"Liverpool
2016 ~ 2023",208722,"175cm / 5'9""",69kg / 152lbs,Right,90,LW,0,"Jul 1, 2016",,€80.5M,€240K,€148.9M,410,76,90,84,85,75,391,91,76,64,71,89,460,95,93,93,93,86,406,84,86,88,70,78,358,75,35,92,85,71,84,122,42,42,38,56,10,10,15,7,14,2203,469,4,4,High,Medium,3,Normal (170-185),94,85,80,90,44,76
,M. ter Stegen GK,27,90,93,"FC Barcelona
2014 ~ 2022",192448,"187cm / 6'2""",85kg / 187lbs,Right,90,GK,3,"Jul 1, 2014",,€67.5M,€250K,€143.4M,118,18,14,11,61,14,144,21,18,12,63,30,254,38,50,37,86,43,268,66,79,35,78,10,171,43,22,11,70,25,70,48,25,13,10,439,88,85,88,88,90,1442,484,4,1,Medium,Medium,3,Normal (185+),88,85,88,90,45,88
,S. Agüero ST,31,90,90,"Manchester City
2011 ~ 2021",153079,"173cm / 5'8""",70kg / 154lbs,Right,90,ST,0,"Jul 28, 2011",,€69M,€310K,€127.7M,411,70,94,78,83,86,397,88,83,73,64,89,427,82,78,84,92,91,407,89,81,79,74,84,341,65,24,94,83,75,91,83,30,29,24,59,13,15,6,11,14,2125,442,4,4,High,Medium,4,Stocky (170-185),80,90,77,88,33,74
,K. Mbappé ST LW RW,20,89,95,"Paris Saint Germain
2018 ~ 2022",231747,"178cm / 5'10""",73kg / 161lbs,Right,90,ST,6,"Jul 1, 2018",,€93.5M,€150K,€191.7M,405,78,89,75,82,81,391,90,79,63,70,89,458,96,96,92,91,83,401,84,76,86,76,79,340,62,38,90,80,70,84,100,34,34,32,42,13,5,7,11,6,2137,464,4,5,High,Low,3,Normal (170-185),96,85,78,90,39,76
,N. Kanté CDM CM,28,89,89,"Chelsea
2016 ~ 2023",215914,"168cm / 5'6""",70kg / 154lbs,Right,89,CDM,0,"Jul 16, 2016",,€59.5M,€230K,€113.1M,329,68,65,54,86,56,338,79,49,49,81,80,423,79,77,82,93,92,381,71,77,97,73,63,387,90,92,72,79,54,85,266,90,91,85,54,15,12,10,7,10,2178,471,3,2,Medium,High,3,Normal (170-),78,65,77,81,87,83
,H. Kane ST,25,89,91,"Tottenham Hotspur
2010 ~ 2024",202126,"188cm / 6'2""",89kg / 196lbs,Right,89,ST,2,"Jul 1, 2010",,€83M,€220K,€163.9M,421,75,94,86,81,85,393,80,78,68,83,84,370,68,69,69,91,73,426,90,79,87,84,86,380,81,35,93,81,90,91,130,56,36,38,54,8,10,11,14,11,2174,450,4,3,High,High,3,Normal (185+),69,91,79,80,47,84
,A. Griezmann CF ST LW,28,89,89,"FC Barcelona
2019 ~ 2024",194765,"176cm / 5'9""",73kg / 161lbs,Left,89,CF,0,"Jul 12, 2019",,€69M,€370K,€141.5M,428,83,89,84,85,87,431,88,86,85,82,90,426,82,79,90,92,83,405,82,90,87,63,83,384,73,49,90,86,86,89,162,59,54,49,63,14,8,14,13,14,2299,468,3,4,High,High,4,Normal (170-185),80,86,84,89,57,72
,T. Kroos CM,29,89,89,"Real Madrid
2014 ~ 2023",182521,"183cm / 6'0""",76kg / 168lbs,Right,89,CM,0,"Jul 17, 2014",,€64M,€340K,€131.2M,395,88,75,58,92,82,431,81,86,84,92,88,324,55,48,63,87,71,353,87,32,75,73,86,375,60,77,76,89,73,88,203,72,71,60,51,10,11,13,7,10,2132,441,5,3,Medium,Medium,4,Normal (170-185),51,80,90,81,70,69
,L. Modrić CM,33,89,89,"Real Madrid
2012 ~ 2020",177003,"172cm / 5'8""",66kg / 146lbs,Right,89,CM,0,"Aug 1, 2012",,€39M,€320K,€80M,380,86,72,55,91,76,430,87,85,78,88,92,419,77,71,91,88,92,371,79,68,84,58,82,391,62,79,78,90,82,92,213,68,74,71,52,13,9,7,14,9,2256,464,4,4,High,Medium,4,Lean (170-185),74,76,88,89,71,66
,L. Suárez ST,32,89,89,"FC Barcelona
2014 ~ 2021",176580,"182cm / 6'0""",86kg / 190lbs,Right,89,ST,0,"Jul 11, 2014",,€53M,€350K,€108.7M,426,80,91,83,82,90,414,85,86,82,77,84,396,76,70,79,92,79,411,88,69,82,86,86,387,87,41,92,84,83,85,140,57,45,38,153,27,25,31,33,37,2327,462,4,3,High,Medium,5,Normal (170-185),73,89,81,84,51,84
,M. Neuer GK,33,89,89,"FC Bayern München
2011 ~ 2021",167495,"193cm / 6'4""",92kg / 203lbs,Right,89,GK,0,"Jul 1, 2011",,€36M,€160K,€59.4M,119,15,13,25,55,11,160,30,14,11,59,46,286,54,60,51,86,35,284,68,77,43,80,16,188,29,30,12,70,47,70,38,17,10,11,438,87,87,91,86,87,1513,495,4,1,Medium,Medium,5,Normal (185+),87,87,91,87,57,86
,Sergio Ramos CB,33,89,89,"Real Madrid
2005 ~ 2021",155862,"184cm / 6'0""",82kg / 181lbs,Right,89,CB,0,"Aug 1, 2005",,€31.5M,€300K,€64.6M,370,66,63,92,80,69,377,65,74,72,83,83,376,74,71,78,87,66,399,79,93,80,85,62,402,90,88,67,71,86,84,262,85,87,90,46,11,8,9,7,11,2232,460,3,3,High,Medium,4,Normal (170-185),72,68,75,73,87,85
,Ederson GK,25,88,91,"Manchester City
2017 ~ 2024",210257,"188cm / 6'2""",86kg / 190lbs,Left,88,GK,3,"Jul 1, 2017",,€54.5M,€185K,€104.9M,123,20,14,14,57,18,157,23,15,20,59,40,322,64,63,60,87,48,273,70,66,41,78,18,172,38,27,20,70,17,70,52,29,15,8,435,86,82,93,86,88,1534,498,3,1,Medium,Medium,2,Normal (185+),86,82,93,88,63,86
,R. Sterling LW RW,24,88,90,"Manchester City
2015 ~ 2023",202652,"170cm / 5'7""",69kg / 152lbs,Right,88,LW,2,"Jul 14, 2015",,€73M,€250K,€140.5M,360,78,85,46,84,67,387,90,77,63,69,88,465,96,91,94,90,94,358,78,57,79,65,79,332,59,30,92,82,69,80,147,47,53,47,63,15,12,12,15,9,2112,455,3,4,High,Medium,3,Lean (170-),93,81,79,90,45,67
,Roberto Firmino CF,27,88,88,"Liverpool
2015 ~ 2023",201942,"181cm / 5'11""",76kg / 168lbs,Right,88,CF,0,"Jul 6, 2015",,€63M,€220K,€116.6M,407,73,84,78,87,85,403,90,81,65,76,91,414,78,77,84,90,85,405,83,81,88,74,79,379,73,58,89,87,72,88,166,60,64,42,44,8,11,9,6,10,2218,469,4,5,High,High,3,Normal (170-185),77,83,81,89,61,78
,K. Koulibaly CB,28,88,90,"Napoli
2014 ~ 2023",201024,"187cm / 6'2""",89kg / 196lbs,Right,88,CB,2,"Jul 1, 2014",,€60M,€140K,€106.5M,220,30,22,83,71,14,259,69,28,28,63,71,320,69,73,52,85,41,319,55,81,73,95,15,294,87,87,35,52,33,82,266,90,89,87,43,7,11,7,13,5,1721,395,3,2,Medium,High,3,Normal (185+),71,28,54,67,88,87
,Casemiro CDM,27,88,89,"Real Madrid
2013 ~ 2023",200145,"185cm / 6'1""",84kg / 185lbs,Right,88,CDM,1,"Jul 11, 2013",,€61M,€280K,€129.6M,349,58,64,80,84,63,368,69,63,74,84,78,339,58,66,62,87,66,436,88,87,90,90,81,396,91,87,72,80,66,84,259,84,88,87,67,13,14,16,12,12,2214,459,3,2,High,High,3,Normal (185+),62,73,76,72,86,90
,De Gea GK,28,88,88,"Manchester United
2011 ~ 2023",193080,"192cm / 6'4""",82kg / 181lbs,Right,88,GK,0,"Jul 1, 2011",,€43.5M,€195K,€82.7M,114,17,13,21,50,13,143,18,21,19,47,38,307,57,58,63,86,43,241,59,67,43,60,12,174,38,30,12,65,29,68,59,25,21,13,424,90,81,78,84,91,1462,482,3,1,Medium,Medium,4,Lean (185+),90,81,78,91,58,84
,T. Courtois GK,27,88,89,"Real Madrid
2018 ~ 2024",192119,"199cm / 6'6""",96kg / 212lbs,Left,88,GK,1,"Aug 9, 2018",,€48M,€230K,€102M,86,14,14,13,33,12,110,13,19,20,35,23,282,42,52,61,82,45,249,56,68,38,70,17,122,23,15,13,44,27,66,54,20,18,16,416,83,88,74,84,87,1319,464,3,1,Medium,Medium,4,Unique,83,88,74,87,48,84
,Sergio Busquets CDM,30,88,88,"FC Barcelona
2008 ~ 2023",189511,"189cm / 6'2""",76kg / 168lbs,Right,88,CDM,0,"Sep 1, 2008",,€49M,€280K,€100.5M,330,62,67,68,89,44,386,81,66,68,83,88,285,40,43,67,86,49,341,61,66,83,77,54,392,83,87,77,85,60,93,253,88,85,80,48,5,8,13,9,13,2035,427,3,3,Medium,Medium,4,Lean (185+),42,62,80,80,84,79
,P. Aubameyang ST LM,30,88,88,"Arsenal
2018 ~ 2021",188567,"187cm / 6'2""",80kg / 176lbs,Right,88,ST,0,"Jan 31, 2018",,€57M,€200K,€108.3M,403,76,91,75,77,84,383,80,81,76,64,82,418,91,94,77,88,68,387,82,75,78,74,78,339,43,48,93,77,78,87,92,27,29,36,48,6,9,15,9,9,2070,441,4,4,High,High,3,Lean (185+),93,86,75,80,38,69
,K. Benzema CF ST,31,88,88,"Real Madrid
2009 ~ 2022",165153,"185cm / 6'1""",81kg / 179lbs,Right,88,CF,0,"Jul 9, 2009",,€53M,€340K,€108.7M,416,75,86,86,85,84,403,86,81,73,73,90,387,78,74,78,88,69,399,83,79,79,80,78,361,63,39,89,86,84,88,89,47,24,18,41,13,11,5,5,7,2096,443,4,4,Medium,Low,4,Normal (170-185),76,84,81,86,40,76
,S. Handanovič GK,34,88,88,"Inter
2012 ~ 2021",162835,"193cm / 6'4""",92kg / 203lbs,Right,88,GK,0,"Jul 1, 2012",,€26M,€110K,€44.2M,80,12,10,10,36,12,88,12,12,14,34,16,272,51,55,47,83,36,261,52,78,41,71,19,123,25,22,12,41,23,69,48,25,10,13,420,88,85,69,89,89,1292,473,2,1,Medium,Medium,3,Normal (185+),88,85,69,89,53,89
,Piqué CB,32,88,88,"FC Barcelona
2008 ~ 2022",152729,"194cm / 6'4""",85kg / 187lbs,Right,88,CB,0,"Jul 1, 2008",,€38M,€280K,€77.9M,347,57,65,85,83,57,327,63,58,43,81,82,293,49,66,57,85,36,345,62,75,70,87,51,374,80,89,64,72,69,87,262,89,87,86,58,10,11,14,15,8,2006,428,3,2,High,Medium,4,Normal (185+),58,61,72,68,88,81
,G. Chiellini CB,34,88,88,"Juventus
2005 ~ 2020",138956,"187cm / 6'2""",85kg / 187lbs,Left,88,CB,0,"Jul 1, 2005",,€22M,€200K,€36.3M,280,54,33,83,65,45,276,59,60,31,65,61,327,61,70,57,82,57,360,78,87,59,87,49,306,90,88,28,50,50,84,272,94,90,88,15,3,3,2,4,3,1836,401,3,2,Medium,High,4,Normal (185+),66,46,58,60,90,81
,Bernardo Silva RW CAM CM,24,87,90,"Manchester City
2017 ~ 2024",218667,"173cm / 5'8""",64kg / 141lbs,Left,89,CAM,3,"Jul 1, 2017",,€64M,€210K,€123.2M,371,85,79,51,86,70,411,92,84,67,76,92,434,85,78,94,85,92,350,76,51,93,54,76,356,69,49,85,85,68,87,148,49,59,40,54,9,10,14,12,9,2124,451,3,4,High,High,2,Lean (170-185),81,77,83,92,51,67
,J. Kimmich CDM RB CM,24,87,90,"FC Bayern München
2015 ~ 2023",212622,"176cm / 5'9""",73kg / 161lbs,Right,87,CDM,3,"Jul 1, 2015",,€58M,€135K,€100.1M,385,91,66,74,87,67,399,83,85,61,85,85,400,77,68,84,87,84,386,76,79,94,66,71,374,86,80,80,84,44,85,237,78,80,79,60,8,15,7,15,15,2241,468,4,3,Medium,Medium,3,Lean (170-185),72,69,86,84,79,78
,A. Laporte CB,25,87,90,"Manchester City
2018 ~ 2024",212218,"189cm / 6'2""",85kg / 187lbs,Left,87,CB,3,"Jan 30, 2018",,€56.5M,€190K,€108.8M,310,58,45,86,81,40,350,63,61,69,80,77,333,61,66,59,87,60,352,68,76,76,85,47,329,79,87,54,65,44,85,265,88,89,88,45,10,11,5,14,5,1984,422,3,2,Medium,Medium,2,Normal (185+),64,50,71,68,88,81
,P. Dybala CF CAM,25,87,90,"Juventus
2015 ~ 2022",211110,"177cm / 5'10""",75kg / 165lbs,Left,90,CAM,3,"Jul 1, 2015",,€64.5M,€195K,€111.3M,405,82,84,64,87,88,434,90,88,88,75,93,430,88,82,91,84,85,381,80,75,79,61,86,348,48,42,85,87,86,84,120,32,48,40,26,5,4,4,5,8,2144,450,3,4,Medium,Medium,3,Normal (170-185),85,84,84,90,43,64
,H. Son LM CF,26,87,87,"Tottenham Hotspur
2015 ~ 2023",200104,"183cm / 6'0""",78kg / 172lbs,Right,87,LM,0,"Aug 28, 2015",,€54M,€165K,€102.6M,396,81,86,65,83,81,400,88,85,70,70,87,428,86,89,86,89,78,392,88,63,87,64,90,339,60,39,88,81,71,87,115,48,34,33,53,11,13,13,6,10,2123,452,5,4,High,High,3,Normal (170-185),88,86,80,87,42,69
,M. Verratti CM CDM,26,87,88,"Paris Saint Germain
2012 ~ 2024",199556,"165cm / 5'5""",60kg / 132lbs,Right,87,CM,1,"Jul 18, 2012",,€58M,€145K,€111.7M,344,75,60,55,90,64,410,90,78,64,89,89,405,69,64,91,87,94,307,56,64,77,52,58,396,89,84,71,88,64,95,243,78,82,83,64,12,12,15,15,10,2169,446,4,4,Medium,High,3,Normal (170-),66,60,85,90,79,66
,P. Pogba CM CDM,26,87,88,"Manchester United
2016 ~ 2021",195864,"191cm / 6'3""",84kg / 185lbs,Right,87,CM,1,"Aug 9, 2016",,€58M,€210K,€114.6M,400,80,75,75,86,84,434,87,85,82,90,90,366,67,79,73,81,66,427,90,82,84,89,82,396,78,64,83,88,83,87,195,63,67,65,20,5,6,2,4,3,2238,477,4,5,High,Medium,4,Normal (185+),74,81,86,85,66,85
,K. Navas GK,32,87,87,"Paris Saint Germain
2019 ~ 2023",193041,"185cm / 6'1""",80kg / 176lbs,Right,87,GK,0,"Sep 2, 2019",,€30.5M,€110K,€56.4M,78,11,15,11,30,11,98,16,11,15,37,19,312,54,53,60,84,61,257,56,74,39,75,13,161,32,20,16,68,25,67,56,28,14,14,418,90,81,75,82,90,1380,471,3,1,Medium,Medium,3,Normal (185+),90,81,75,90,53,82
,C. Immobile ST,29,87,87,"Lazio
2016 ~ 2023",192387,"185cm / 6'1""",85kg / 187lbs,Right,87,ST,0,"Jul 27, 2016",,€50.5M,€110K,€85.9M,389,55,90,81,78,85,341,83,70,51,53,84,400,82,85,75,88,70,395,86,77,79,73,80,363,77,40,91,69,86,84,99,34,33,32,47,6,8,15,12,6,2034,434,4,3,High,Medium,3,Normal (185+),84,87,66,82,39,76
,C. Eriksen CAM CM RM,27,87,87,"Inter
2020 ~ 2024",190460,"181cm / 5'11""",76kg / 168lbs,Right,87,CAM,0,"Jan 28, 2020",,€52.5M,€125K,€89.3M,385,86,77,52,90,80,432,78,89,85,89,91,392,75,71,79,87,80,372,84,50,92,57,89,344,46,56,85,90,67,88,138,59,57,22,43,9,14,7,7,6,2106,442,5,4,High,High,3,Lean (170-185),73,81,89,83,53,63
,Parejo CM,30,87,87,"Valencia
2011 ~ 2022",189513,"182cm / 6'0""",74kg / 163lbs,Right,87,CM,0,"Jul 1, 2011",,€46.5M,€74K,€97.7M,393,87,82,61,91,72,435,81,89,91,88,86,303,49,35,64,80,75,367,81,49,81,71,85,394,58,80,82,86,88,85,209,68,72,69,48,5,9,12,14,8,2149,433,4,3,Medium,Medium,2,Lean (170-185),41,82,89,80,71,70
,M. Reus CAM CF,30,87,87,"Borussia Dortmund
2012 ~ 2023",188350,"180cm / 5'11""",71kg / 157lbs,Right,87,CAM,0,"Jul 1, 2012",,€47.5M,€140K,€80.8M,392,85,87,44,86,90,423,86,88,86,76,87,419,84,82,84,85,84,387,88,71,74,67,87,362,51,48,87,85,91,85,132,50,37,45,61,12,12,13,13,11,2176,452,4,4,High,Medium,4,Lean (170-185),83,88,84,86,45,66
,W. Szczęsny GK,29,87,88,"Juventus
2017 ~ 2024",186153,"195cm / 6'5""",90kg / 198lbs,Right,87,GK,1,"Jul 19, 2017",,€41M,€145K,€70.7M,86,12,12,16,32,14,99,11,16,14,36,22,286,51,47,55,82,51,250,55,71,45,65,14,135,40,15,14,48,18,65,45,20,13,12,416,86,82,73,87,88,1317,465,3,1,Medium,Medium,3,Lean (185+),86,82,73,88,49,87
,Á. Di María RW LW,31,87,87,"Paris Saint Germain
2015 ~ 2021",183898,"180cm / 5'11""",69kg / 152lbs,Left,87,RW,0,"Aug 6, 2015",,€44M,€160K,€81.4M,377,87,79,51,83,77,432,88,89,88,80,87,424,85,84,94,84,77,378,83,72,78,60,85,361,73,42,85,88,73,86,148,41,55,52,51,10,7,11,12,11,2171,454,2,5,High,Medium,4,Lean (170-185),84,81,85,88,48,68
,D. Godín CB,33,87,87,"Inter
2019 ~ 2022",182493,"187cm / 6'2""",78kg / 172lbs,Right,87,CB,0,"Jul 1, 2019",,€24M,€110K,€40.8M,307,52,42,87,79,47,295,53,49,49,70,74,308,61,60,57,77,53,352,67,90,65,87,43,324,87,87,48,52,50,82,263,90,87,86,49,6,8,15,5,15,1898,403,3,2,Medium,High,3,Lean (185+),60,48,64,61,88,82
,M. Hummels CB,30,87,87,"Borussia Dortmund
2019 ~ 2022",178603,"191cm / 6'3""",94kg / 207lbs,Right,87,CB,0,"Jul 1, 2019",,€41M,€125K,€69.7M,348,65,55,87,81,60,355,69,66,53,86,81,317,42,66,63,87,59,341,71,68,65,86,51,366,71,91,56,80,68,89,264,90,88,86,42,15,6,10,5,6,2033,427,3,3,High,High,4,Normal (185+),55,58,76,72,89,77
,D. Mertens CF ST,32,87,87,"Napoli
2013 ~ 2020",175943,"169cm / 5'7""",61kg / 134lbs,Right,87,CF,0,"Jul 1, 2013",,€40M,€135K,€68M,357,79,86,40,82,70,415,91,82,79,74,89,450,93,83,94,88,92,332,80,59,73,39,81,344,59,36,87,83,79,81,105,25,40,40,39,7,10,8,10,4,2042,430,4,4,High,Low,3,Normal (170-),88,83,80,91,35,53
,David Silva CAM CM,33,87,87,"Manchester City
2010 ~ 2020",168542,"173cm / 5'8""",67kg / 148lbs,Left,87,CAM,0,"Jul 14, 2010",,€30.5M,€220K,€56.4M,383,84,72,53,92,82,420,86,82,77,84,91,388,68,61,85,87,87,327,72,64,70,48,73,358,56,50,86,91,75,92,140,58,53,29,46,6,15,7,6,12,2062,422,2,4,High,Medium,4,Normal (170-185),64,74,88,88,52,56
,H. Lloris GK,32,87,87,"Tottenham Hotspur
2012 ~ 2022",167948,"188cm / 6'2""",82kg / 181lbs,Left,87,GK,0,"Aug 31, 2012",,€30.5M,€125K,€58M,94,13,10,10,50,11,115,10,11,10,50,34,321,65,62,55,85,54,223,51,74,41,43,14,138,31,27,10,30,40,65,57,29,10,18,413,89,82,68,84,90,1361,476,1,1,Medium,Medium,4,Lean (185+),89,82,68,90,63,84
,Thiago Silva CB,34,87,87,"Paris Saint Germain
2012 ~ 2020",164240,"183cm / 6'0""",79kg / 174lbs,Right,87,CB,0,"Jul 1, 2012",,€18.5M,€135K,€34.2M,322,60,40,81,80,61,350,67,62,61,80,80,340,60,64,67,82,67,378,71,90,71,81,65,355,76,90,59,70,60,86,261,88,88,85,45,9,12,5,9,10,2051,425,3,2,Medium,High,4,Normal (170-185),62,54,72,72,87,78
,J. Sancho RM LM CAM,19,86,94,"Borussia Dortmund
2017 ~ 2022",233049,"180cm / 5'11""",76kg / 168lbs,Right,87,CAM,8,"Aug 31, 2017",,€63.5M,€72K,€120.7M,371,81,81,38,88,83,376,92,81,48,64,91,441,89,85,91,86,90,324,69,51,78,63,63,307,42,39,82,87,57,83,105,32,41,32,52,7,11,10,11,13,1976,431,4,5,High,Medium,2,Lean (170-185),87,74,80,91,37,62
,M. Škriniar CB,24,86,90,"Inter
2017 ~ 2023",232363,"188cm / 6'2""",80kg / 176lbs,Right,86,CB,4,"Jul 7, 2017",,€52M,€89K,€92.3M,277,40,42,82,73,40,269,67,34,30,69,69,321,70,69,48,83,51,318,50,78,75,85,30,315,86,86,30,57,56,81,262,92,87,83,55,10,13,12,8,12,1817,404,4,2,Medium,High,1,Normal (185+),69,41,59,66,87,82
,F. de Jong CM,22,86,92,"FC Barcelona
2019 ~ 2024",228702,"180cm / 5'11""",74kg / 163lbs,Right,88,CM,6,"Jul 1, 2019",,€60M,€210K,€135M,364,75,64,66,90,69,411,88,84,64,86,89,411,80,80,84,88,79,370,68,76,90,74,62,356,70,82,73,86,45,90,229,76,76,77,49,7,13,10,10,9,2190,468,3,4,Medium,High,3,Lean (170-185),80,64,84,87,76,77
,L. Sané LW,23,86,90,"Manchester City
2016 ~ 2021",222492,"183cm / 6'0""",75kg / 165lbs,Left,86,LW,4,"Aug 2, 2016",,€58M,€195K,€111.7M,401,83,81,72,80,85,402,88,83,82,64,85,431,91,96,85,79,80,371,87,64,72,70,78,332,61,34,84,82,71,80,103,36,32,35,52,8,12,9,9,14,2092,446,3,4,High,Medium,2,Lean (170-185),94,81,79,86,38,68
,C. Lenglet CB,24,86,90,"FC Barcelona
2018 ~ 2023",220440,"186cm / 6'1""",81kg / 179lbs,Left,86,CB,4,"Jul 12, 2018",,€52M,€190K,€110.5M,292,55,39,83,78,37,297,57,59,31,74,76,357,77,74,62,84,60,348,58,86,75,83,46,336,80,87,54,66,49,82,257,90,86,81,48,10,10,9,12,7,1935,420,4,2,Medium,High,2,Lean (185+),75,45,67,65,87,81
,A. Robertson LB,25,86,89,"Liverpool
2017 ~ 2024",216267,"178cm / 5'10""",64kg / 141lbs,Left,88,LWB,3,"Jul 21, 2017",,€49M,€135K,€94.3M,326,90,57,65,82,32,354,80,80,38,74,82,405,83,86,78,84,74,361,74,62,95,65,65,373,80,82,77,79,55,83,246,82,84,80,50,11,8,10,7,14,2115,463,2,3,High,High,3,Lean (170-185),85,62,80,80,81,75
