Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,David Silva CAM LM,28,87,87,"Manchester City
2010 ~ 2019",168542,"170cm / 5'7""",67kg / 148lbs,Left,85,CAM,0,"Jul 14, 2010",,€40M,€230K,€0,378,79,73,58,88,80,423,87,83,77,85,91,418,82,71,93,84,88,338,71,66,68,53,80,341,51,41,82,90,77,,82,23,30,29,5,1,1,1,1,1,1985,415,2,4,High,Low,4,Normal (170-185),76,75,85,89,33,57
,Thiago Silva CB,29,87,87,"Paris Saint Germain
2012 ~ 2018",164240,"183cm / 6'0""",79kg / 174lbs,Right,85,CB,0,"Jul 1, 2012",,€29M,€190K,€0,322,60,38,82,79,63,363,68,61,73,81,80,381,75,80,75,83,68,400,78,90,80,81,71,370,75,91,59,74,71,,266,88,90,88,45,9,12,5,9,10,2147,450,3,3,High,High,4,Normal (170-185),78,57,73,73,89,80
,Sergio Ramos CB,28,87,87,"Real Madrid
2005 ~ 2017",155862,"183cm / 6'0""",75kg / 165lbs,Right,85,CB,0,"Aug 1, 2005",,€31.5M,€220K,€0,350,74,59,86,76,55,342,52,73,64,70,83,384,79,79,84,82,60,379,71,91,82,80,55,353,83,87,52,63,68,,264,85,89,90,46,11,8,9,7,11,2118,446,3,3,High,Medium,4,Normal (170-185),79,61,71,66,87,82
,S. Agüero ST,26,87,89,"Manchester City
2011 ~ 2019",153079,"172cm / 5'8""",74kg / 163lbs,Right,86,CF,2,"Jul 28, 2011",,€45.5M,€230K,€0,397,70,90,68,84,85,395,89,82,72,63,89,438,92,84,86,86,90,380,85,76,69,70,80,337,57,24,90,83,83,,70,25,20,25,59,13,15,6,11,14,2076,435,4,4,High,Medium,4,Normal (170-185),88,86,77,89,28,67
,P. Lahm CDM RB CM,30,87,87,"FC Bayern München
2002 ~ 2018",121939,"170cm / 5'7""",66kg / 146lbs,Right,88,RWB,0,"Nov 1, 2002",,€24.5M,€190K,€0,349,84,47,64,88,66,389,82,77,59,84,87,420,77,75,84,92,92,339,57,72,86,59,65,374,58,92,69,84,71,,270,87,88,95,47,11,12,5,14,5,2188,454,3,3,High,Medium,4,Normal (170-),76,56,84,85,87,66
,J. Rodríguez CAM RM CM,22,86,92,"Real Madrid
2014 ~ 2020",198710,"180cm / 5'11""",75kg / 165lbs,Left,84,CAM,6,"Jul 22, 2014",,€35M,€190K,€0,394,81,80,68,83,82,423,86,85,83,84,85,401,79,79,84,85,74,363,79,55,73,73,83,380,74,58,80,87,81,,91,25,36,30,64,15,15,15,5,14,2116,441,3,4,Medium,Medium,4,Normal (170-185),79,81,84,85,40,72
,De Gea GK,23,86,89,"Manchester United
2011 ~ 2016",193080,"193cm / 6'4""",82kg / 181lbs,Right,85,GK,3,"Jul 1, 2011",,€31M,€180K,€0,127,25,25,21,31,25,134,25,21,25,32,31,285,51,55,57,79,43,212,31,67,25,64,25,158,38,30,25,25,40,,71,25,21,25,425,88,81,86,81,89,1412,478,3,1,Medium,Medium,3,Lean (185+),88,81,86,89,53,81
,T. Courtois GK,22,86,90,"Chelsea
2011 ~ 2019",192119,"199cm / 6'6""",88kg / 194lbs,Left,85,GK,4,"Jul 26, 2011",,€27M,€170K,€0,132,25,25,25,32,25,129,25,25,25,31,23,285,46,52,61,81,45,237,36,68,38,70,25,125,23,25,25,25,27,,75,25,25,25,414,84,87,69,86,88,1397,463,3,1,Medium,Medium,3,Lean (185+),84,87,69,88,49,86
,Neymar LW,22,86,91,"FC Barcelona
2013 ~ 2018",190871,"174cm / 5'9""",68kg / 150lbs,Right,83,LW,5,"Jul 1, 2013",,€31M,€210K,€0,373,71,85,62,72,83,412,94,78,78,72,90,442,91,89,92,86,84,339,77,61,86,45,70,332,56,36,87,72,81,,78,21,24,33,59,9,9,15,15,11,2035,422,5,5,High,Medium,5,Lean (170-185),90,80,72,92,30,58
,T. Müller CF RM CAM ST,24,86,88,"FC Bayern München
2008 ~ 2019",189596,"186cm / 6'1""",75kg / 165lbs,Right,84,CF,2,"Aug 10, 2008",,€42.5M,€210K,€0,420,84,88,80,85,83,378,78,81,60,77,82,404,79,83,78,91,73,397,78,81,90,68,80,383,57,58,94,85,89,,117,32,41,44,52,6,7,11,14,14,2151,446,4,3,High,High,4,Lean (185+),81,85,82,80,46,72
,M. Reus LM CAM,25,86,88,"Borussia Dortmund
2012 ~ 2019",188350,"181cm / 5'11""",73kg / 161lbs,Right,86,CAM,2,"Jul 1, 2012",,€40M,€180K,€0,389,81,85,51,86,86,430,88,90,87,80,85,439,89,92,89,87,82,385,85,70,76,65,89,339,47,37,87,85,83,,100,25,33,42,61,12,12,13,13,11,2143,446,4,4,High,Medium,3,Lean (170-185),91,86,84,87,34,64
,M. Hummels CB,25,86,88,"Borussia Dortmund
2009 ~ 2017",178603,"192cm / 6'4""",90kg / 198lbs,Right,84,CB,2,"Jul 1, 2009",,€35.5M,€200K,€0,343,64,57,91,80,51,352,68,62,61,84,77,338,63,67,64,85,59,345,71,70,67,86,51,367,71,90,56,78,72,,260,84,90,86,42,15,6,10,5,6,2047,435,3,2,High,Medium,4,Normal (185+),65,59,75,71,88,77
,M. Özil CAM LW,25,86,87,"Arsenal
2013 ~ 2018",176635,"183cm / 6'0""",76kg / 168lbs,Left,85,CAM,1,"Sep 2, 2013",,€44M,€190K,€0,372,80,74,54,87,77,419,86,84,79,80,90,395,77,71,84,87,76,317,70,53,64,55,75,327,54,24,81,92,76,,72,22,25,25,50,6,14,10,6,14,1952,404,2,4,Medium,Low,3,Lean (170-185),74,74,85,87,27,57
,Falcao ST,28,86,86,"Manchester United
2013 ~ 2018",167397,"177cm / 5'10""",72kg / 159lbs,Right,84,ST,0,"Jul 1, 2013",,€40M,€230K,€0,391,55,86,92,69,89,368,78,83,71,53,83,396,77,72,85,87,75,392,79,92,71,73,77,353,70,41,87,68,87,,92,25,42,25,43,10,13,6,9,5,2035,415,4,4,High,Medium,4,Normal (170-185),74,83,64,81,40,73
,V. Kompany CB,28,86,86,"Manchester City
2008 ~ 2019",139720,"192cm / 6'4""",85kg / 187lbs,Right,84,CB,0,"Aug 22, 2008",,€31.5M,€220K,€0,316,61,45,84,80,46,326,64,61,52,75,74,330,68,73,63,84,42,362,76,73,70,88,55,330,81,86,41,59,63,,257,84,88,85,38,10,9,5,8,6,1959,428,3,2,Medium,Medium,4,Normal (185+),71,54,69,67,86,81
,W. Rooney ST CM CAM,28,86,86,"Manchester United
2004 ~ 2019",54050,"176cm / 5'9""",83kg / 183lbs,Right,84,ST,0,"Aug 31, 2004",,€40M,€230K,€0,413,78,86,80,80,89,418,80,84,84,85,85,391,74,77,77,86,77,427,88,80,89,85,85,377,89,39,85,83,81,,120,29,54,37,49,10,11,13,8,7,2195,455,4,3,High,High,4,Stocky (170-185),76,86,81,81,44,87
,Xavi CM,34,86,86,"FC Barcelona
1998 ~ 2020",10535,"170cm / 5'7""",67kg / 148lbs,Right,85,CAM,0,"Jul 1, 1998",,€15.5M,€160K,€0,369,85,74,51,93,66,435,80,85,87,90,93,391,67,65,79,90,90,312,67,53,60,60,72,376,53,71,83,94,75,,175,55,61,59,46,5,15,12,5,9,2104,431,3,3,Medium,Medium,4,Normal (170-),66,72,90,85,60,58
,K. De Bruyne CAM LM RM,23,85,88,"VfL Wolfsburg
2014 ~ 2019",192985,"181cm / 5'11""",76kg / 168lbs,Right,85,CAM,3,"Jan 18, 2014",,€23M,€140K,€0,383,80,82,53,87,81,406,85,76,77,82,86,398,77,78,79,85,79,395,84,65,85,75,86,361,63,52,83,88,75,,116,37,39,40,56,15,13,5,10,13,2115,447,5,4,High,Medium,2,Normal (170-185),78,83,84,84,43,75
,M. Götze CAM LM CM,22,85,90,"FC Bayern München
2013 ~ 2017",192318,"176cm / 5'9""",72kg / 159lbs,Right,84,CAM,5,"Jul 1, 2013",,€21M,€150K,€0,381,76,81,55,86,83,410,90,80,74,76,90,413,79,75,87,87,85,341,70,70,71,64,66,337,48,53,86,85,65,,80,25,29,26,49,14,7,12,6,10,2011,420,4,4,Medium,Medium,3,Normal (170-185),77,75,81,89,35,63
,Sergio Busquets CDM,25,85,88,"FC Barcelona
2008 ~ 2019",189511,"189cm / 6'2""",76kg / 168lbs,Right,83,CDM,3,"Sep 1, 2008",,€20M,€170K,€0,319,62,60,70,83,44,369,74,66,68,78,83,309,59,54,57,84,55,344,61,66,86,77,54,396,86,88,77,85,60,,241,78,84,79,48,5,8,13,9,13,2026,429,3,3,Medium,Medium,4,Lean (185+),56,59,77,75,81,81
,A. Sánchez RW LW,25,85,87,"Arsenal
2014 ~ 2019",184941,"169cm / 5'7""",62kg / 137lbs,Right,84,RW,2,"Jul 10, 2014",,€26.5M,€170K,€0,379,76,85,60,80,78,403,88,78,77,73,87,437,90,85,91,84,87,384,82,72,86,64,80,352,76,42,83,78,73,,104,30,39,35,60,10,10,15,12,13,2119,446,3,4,High,High,3,Normal (170-),87,82,78,88,39,72
,Á. Di María CAM CM RM,26,85,85,"Manchester United
2014 ~ 2019",183898,"180cm / 5'11""",70kg / 154lbs,Left,85,LM,0,"Aug 27, 2014",,€27M,€200K,€0,377,91,75,53,81,77,409,87,83,72,81,86,425,88,88,90,80,79,380,87,72,78,64,79,363,76,47,84,83,73,,161,37,63,61,51,10,7,11,12,11,2166,457,2,4,High,Medium,4,Lean (170-185),88,79,83,86,51,70
,T. Kroos CM CDM,24,85,88,"Real Madrid
2014 ~ 2020",182521,"182cm / 6'0""",78kg / 172lbs,Right,83,CM,3,"Jul 17, 2014",,€23M,€170K,€0,390,86,76,54,90,84,429,82,88,83,91,85,355,63,54,75,85,78,379,87,54,76,74,88,362,54,72,75,88,73,,187,60,68,59,51,10,11,13,7,10,2153,444,5,3,Medium,Medium,4,Normal (170-185),58,81,89,82,64,70
,A. Vidal CM CDM CAM,27,85,87,"Juventus
2011 ~ 2017",181872,"180cm / 5'11""",75kg / 165lbs,Right,83,CM,2,"Jul 1, 2011",,€23M,€190K,€0,389,76,78,72,85,78,383,80,76,65,79,83,399,81,77,79,84,78,409,80,81,93,75,80,420,89,86,79,80,86,,249,75,84,90,16,4,2,4,2,4,2265,483,4,3,High,High,4,Normal (170-185),79,79,80,81,81,83
,Diego Costa ST,25,85,86,"Chelsea
2014 ~ 2019",179844,"188cm / 6'2""",81kg / 179lbs,Right,84,ST,1,"Jul 15, 2014",,€26.5M,€170K,€0,381,63,90,82,65,81,329,82,58,59,48,82,374,79,85,63,85,62,388,83,60,85,91,69,369,90,40,89,74,76,,101,28,39,34,55,11,13,12,8,11,1997,435,4,3,High,Medium,3,Normal (185+),82,83,63,79,40,88
,E. Cavani ST LW RW,27,85,85,"Paris Saint Germain
2013 ~ 2018",179813,"184cm / 6'0""",71kg / 157lbs,Right,83,ST,0,"Jul 16, 2013",,€25.5M,€200K,€0,393,70,83,84,74,82,365,80,75,77,50,83,385,76,82,83,85,59,416,85,83,90,76,82,372,82,48,85,75,82,,96,24,45,27,53,12,5,13,13,10,2080,434,3,3,High,High,4,Lean (170-185),79,83,70,80,41,81
,Juan Mata CAM RM,26,85,85,"Manchester United
2014 ~ 2018",178088,"170cm / 5'7""",63kg / 139lbs,Left,84,CAM,0,"Jan 25, 2014",,€27M,€190K,€0,383,83,77,66,86,71,414,85,82,81,78,88,415,83,66,90,87,89,338,74,72,79,41,72,334,52,39,84,88,71,,72,25,22,25,46,9,10,14,5,8,2002,405,3,4,Medium,Medium,3,Lean (170-),74,75,84,87,31,54
,H. Lloris GK,27,85,85,"Tottenham Hotspur
2012 ~ 2019",167948,"188cm / 6'2""",78kg / 172lbs,Left,84,GK,0,"Aug 1, 2012",,€21M,€160K,€0,127,25,25,25,27,25,140,25,25,25,31,34,321,65,63,55,84,54,206,23,74,41,43,25,148,31,27,25,25,40,,75,25,25,25,405,86,82,68,81,88,1422,469,1,1,Medium,Medium,3,Lean (185+),86,82,68,88,64,81
,K. Benzema ST,26,85,87,"Real Madrid
2009 ~ 2019",165153,"187cm / 6'2""",79kg / 174lbs,Right,84,CF,2,"Jul 1, 2009",,€27M,€200K,€0,402,75,88,78,84,77,367,82,79,73,47,86,400,83,84,79,83,71,384,83,71,74,78,78,337,65,22,87,81,82,,75,25,25,25,41,13,11,5,5,7,2006,429,4,4,Medium,Low,4,Normal (170-185),84,84,75,82,30,74
,Cesc Fàbregas CM CAM,27,85,85,"Chelsea
2014 ~ 2019",162895,"175cm / 5'9""",74kg / 163lbs,Right,84,CM,0,"Jul 1, 2014",,€23M,€180K,€0,408,83,78,74,92,81,417,81,77,81,91,87,360,67,68,65,83,77,370,77,68,83,64,78,362,45,61,83,93,80,,190,62,66,62,54,6,10,8,15,15,2161,445,3,3,High,Medium,3,Normal (170-),68,78,89,81,64,65
,Santi Cazorla CAM CM LM,29,85,85,"Arsenal
2012 ~ 2017",146562,"168cm / 5'6""",66kg / 146lbs,Right,84,CAM,0,"Aug 7, 2012",,€22.5M,€160K,€0,366,83,77,53,86,67,421,87,86,78,84,86,409,79,68,86,85,91,356,78,71,65,60,82,359,57,55,82,85,80,,164,54,62,48,42,6,9,5,7,15,2117,440,5,4,Medium,Medium,3,Stocky (170-),73,78,85,87,56,61
,C. Tévez ST CF,30,85,85,"Boca Juniors
2015 ~ 2018",143001,"173cm / 5'8""",75kg / 165lbs,Right,86,CAM,0,"Jul 13, 2015",,€21M,€160K,€0,388,73,87,60,82,86,401,86,84,78,64,89,436,87,85,83,90,91,413,86,73,89,81,84,377,87,34,90,83,83,,137,35,51,51,15,4,2,3,2,4,2167,465,3,3,High,High,3,Stocky (170-),86,86,78,87,44,84
,P. Čech GK,32,85,85,"Chelsea
2004 ~ 2016",48940,"196cm / 6'5""",90kg / 198lbs,Left,83,GK,0,"Jul 1, 2004",,€18M,€170K,€0,135,25,25,25,35,25,140,25,25,25,33,32,282,45,52,49,86,50,181,21,38,32,65,25,141,25,23,25,25,43,,75,25,25,25,407,83,84,73,83,84,1361,456,3,1,Medium,Medium,4,Normal (185+),83,84,73,84,49,83
,Xabi Alonso CDM CM,32,85,85,"FC Bayern München
2014 ~ 2016",45197,"183cm / 6'0""",80kg / 176lbs,Right,84,CM,0,"Aug 29, 2014",,€11.5M,€170K,€0,371,79,58,72,91,71,419,77,82,84,92,84,315,49,48,64,86,68,349,81,47,64,75,82,410,78,85,79,88,80,,224,72,78,74,45,7,8,10,10,10,2133,431,4,2,Medium,Medium,4,Normal (170-185),48,70,87,78,77,71
,Y. Touré CM CDM,31,85,85,"Manchester City
2010 ~ 2017",20289,"189cm / 6'2""",90kg / 198lbs,Right,83,CM,0,"Jul 2, 2010",,€17M,€170K,€0,377,67,82,74,86,68,412,81,80,85,83,83,359,73,78,64,85,59,425,86,70,93,92,84,404,78,78,81,85,82,,216,63,78,75,53,13,14,6,12,8,2246,479,4,3,Medium,Low,4,Lean (185+),76,82,81,79,73,88
,R. van Persie ST,30,85,85,"Manchester United
2012 ~ 2016",7826,"187cm / 6'2""",71kg / 157lbs,Left,83,ST,0,"Aug 17, 2012",,€21M,€170K,€0,418,81,87,76,82,92,409,82,86,81,75,85,361,65,71,80,86,59,375,89,59,73,72,82,342,55,34,87,82,84,,76,23,32,21,39,9,10,5,7,8,2020,419,3,4,Medium,Low,4,Normal (185+),68,87,81,82,33,68
,P. Pogba CM,21,84,91,"Juventus
2012 ~ 2019",195864,"188cm / 6'2""",80kg / 176lbs,Right,84,CAM,7,"Jul 1, 2012",,€18.5M,€140K,€0,396,73,70,84,85,84,406,88,83,65,80,90,370,75,77,79,79,60,444,89,87,87,90,91,382,82,69,79,85,67,,221,62,78,81,20,5,6,2,4,3,2239,482,4,4,High,Medium,3,Lean (185+),76,79,81,86,72,88
,Oscar CAM RM,22,84,88,"Chelsea
2012 ~ 2019",188152,"179cm / 5'10""",67kg / 148lbs,Right,83,CAM,4,"Jul 26, 2012",,€21M,€150K,€0,347,70,75,54,85,63,405,84,77,77,82,85,410,84,79,86,81,80,331,76,66,76,36,77,299,31,34,81,85,68,,134,37,50,47,61,12,10,15,12,12,1987,411,3,4,Medium,High,3,Lean (170-185),81,75,81,84,43,47
,D. Godín CB,28,84,84,"Atlético Madrid
2010 ~ 2018",182493,"186cm / 6'1""",78kg / 172lbs,Right,83,CB,0,"Aug 1, 2010",,€19M,€180K,€0,304,55,42,87,73,47,289,53,49,51,69,67,342,69,72,62,81,58,346,67,85,73,78,43,320,84,86,48,52,50,,257,86,84,87,49,6,8,15,5,15,1907,405,3,2,Medium,High,3,Lean (185+),71,48,62,60,86,78
,S. Khedira CDM CM,27,84,86,"Real Madrid
2010 ~ 2015",179846,"189cm / 6'2""",85kg / 187lbs,Right,83,CDM,2,"Jul 1, 2010",,€19.5M,€180K,€0,360,55,62,80,85,78,337,60,67,58,75,77,307,58,55,52,83,59,395,82,62,88,89,74,375,80,89,66,79,61,,242,75,88,79,48,11,9,5,15,8,2064,433,4,2,Medium,High,3,Normal (185+),56,69,74,65,83,86
,Javi Martinez CB CDM CM,25,84,85,"FC Bayern München
2012 ~ 2017",177610,"190cm / 6'3""",81kg / 179lbs,Right,83,CB,1,"Aug 29, 2012",,€21M,€160K,€0,342,60,55,86,77,64,329,65,61,54,76,73,306,51,55,59,84,57,367,75,70,72,87,63,365,88,85,57,77,58,,252,79,86,87,45,5,12,9,11,8,2006,420,3,2,Medium,Medium,3,Normal (185+),53,61,72,67,84,83
,M. Benatia CB,27,84,86,"FC Bayern München
2014 ~ 2019",177509,"190cm / 6'3""",92kg / 203lbs,Right,84,CB,2,"Aug 26, 2014",,€20.5M,€170K,€0,273,45,49,85,65,29,252,59,32,27,63,71,329,64,67,67,83,48,328,61,80,76,87,24,302,85,85,39,47,46,,261,87,88,86,37,7,4,8,7,11,1782,400,3,2,Medium,Medium,2,Normal (185+),66,45,54,64,87,84
,G. Higuaín ST,26,84,86,"Napoli
2013 ~ 2018",167664,"184cm / 6'0""",82kg / 181lbs,Right,83,ST,2,"Jul 27, 2013",,€27M,€170K,€0,388,72,89,76,70,81,353,81,72,62,55,83,375,79,82,72,82,60,382,83,73,70,80,76,309,50,25,87,70,77,,75,25,25,25,39,5,12,7,5,10,1921,414,4,3,High,Medium,3,Normal (170-185),81,84,68,80,30,71
,S. Nasri LM RM,27,84,84,"Manchester City
2011 ~ 2019",165239,"175cm / 5'9""",75kg / 165lbs,Right,83,LM,0,"Aug 24, 2011",,€23M,€180K,€0,371,81,76,55,86,73,413,86,78,79,82,88,416,80,79,82,83,92,338,75,50,72,64,77,317,33,37,81,85,81,,116,35,37,44,50,5,9,13,15,8,2021,422,4,4,High,Medium,3,Normal (170-185),79,76,83,86,39,59
,Piqué CB,27,84,87,"FC Barcelona
2008 ~ 2019",152729,"193cm / 6'4""",85kg / 187lbs,Right,82,CB,3,"Jul 1, 2008",,€20.5M,€190K,€0,331,50,58,82,84,57,296,50,43,43,84,76,313,60,71,57,81,44,321,53,74,69,83,42,337,68,88,50,62,69,,256,86,87,83,58,10,11,14,15,8,1912,411,3,2,High,Medium,4,Normal (185+),66,54,69,60,86,76
,A. Turan RM LM,27,84,87,"Atlético Madrid
2011 ~ 2017",143745,"177cm / 5'10""",76kg / 168lbs,Right,84,CAM,3,"Aug 9, 2011",,€23M,€180K,€0,390,82,72,70,86,80,400,87,81,64,78,90,406,79,73,86,83,85,375,74,79,76,69,77,379,78,60,82,86,73,,192,58,64,70,52,11,7,11,12,11,2194,457,4,4,High,High,3,Normal (170-185),76,74,83,88,63,73
,W. Sneijder CAM CM LM,30,84,84,"Galatasaray
2013 ~ 2016",139869,"170cm / 5'7""",67kg / 148lbs,Right,83,CAM,0,"Jan 22, 2013",,€21M,€160K,€0,371,83,76,45,87,80,435,82,88,89,89,87,397,75,75,83,79,85,362,88,51,76,61,86,346,62,43,75,89,77,,138,42,50,46,50,9,5,13,11,12,2099,436,5,3,Medium,Medium,3,Normal (170-),75,81,87,84,45,64
,G. Chiellini CB,29,84,84,"Juventus
2005 ~ 2018",138956,"186cm / 6'1""",76kg / 168lbs,Left,83,CB,0,"Jul 1, 2005",,€17.5M,€150K,€0,248,56,30,80,53,29,256,56,60,31,59,50,349,73,79,59,78,60,386,81,90,75,90,50,291,85,87,32,37,50,,267,90,90,87,15,3,3,2,4,3,1812,401,2,2,Medium,High,3,Normal (185+),76,45,51,56,88,85
