Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
"FIFA 12 Feb 22, 201282  81 Crossing74  75 Short passing75  76 Dribbling76  78 Acceleration80  81 Sprint speed76  75 Reactions78  77 Aggression77  76 Interceptions80  77 Standing tackle81  79 Sliding tackleand 11 more changes",M. Cassani RB RWB RM,27,78,80,"Fiorentina
2006 ~ 2013",137380,"184cm / 6'0""",75kg / 165lbs,Right,77,RB,2,"Jan 1, 2006",,€5M,€30K,€0,332,81,45,70,75,61,347,76,65,58,72,76,365,78,81,72,75,59,375,76,72,81,73,73,347,77,76,70,66,58,,231,75,77,79,51,15,9,9,8,10,2048,440,3,2,High,Medium,3,Normal (170-185),80,60,73,75,76,76
"FIFA 12 Feb 22, 201282  79 Finishing85  84 Heading accuracy77  78 Strength79  78 Overall rating82  78 Potential",S. Kießling ST CF CAM RW,27,78,78,"Bayer 04 Leverkusen
2006 ~ 2015",137262,"191cm / 6'3""",80kg / 176lbs,Right,77,ST,0,"Jan 1, 2006",,€6M,€20K,€0,382,67,79,84,71,81,301,70,60,49,59,63,328,68,76,60,82,42,394,83,76,83,78,74,339,75,44,76,70,74,,69,24,24,21,41,6,7,5,11,12,1854,397,3,3,High,High,3,Lean (185+),72,79,67,66,34,79
"FIFA 12 Feb 22, 201278  77 Crossing74  73 Volleys75  74 Curve84  82 FK Accuracy78  74 Agility75  73 Reactions83  81 Shot power66  55 Jumping80  78 Long shotsWeight 65kg / 143lbs  73kg / 161lbsand 18 more changes",Elano CAM RM CM CDM,30,78,78,"Santos
2010 ~ 2013",136137,"174cm / 5'9""",73kg / 161lbs,Right,77,CAM,0,"Jan 1, 2010",,€5M,€30K,€0,361,77,72,59,80,73,392,76,74,82,80,80,359,68,68,74,73,76,342,81,55,68,60,78,364,70,63,75,81,75,,203,70,65,68,43,8,7,5,12,11,2064,429,4,4,High,Medium,3,Normal (170-185),68,75,79,77,66,64
"FIFA 12 Feb 22, 201271  69 Crossing66  65 Finishing86  83 Short passing64  61 Volleys68  66 Dribbling85  82 Long passing80  74 Ball control45  34 Sprint speed72  70 Balance86  84 Shot powerand 23 more changes",Marcos Senna CM CDM,34,78,78,"Villarreal
2002 ~ 2012",135866,"177cm / 5'10""",76kg / 168lbs,Right,77,CM,0,"Jan 1, 2002",,€2.2M,€20K,€0,334,69,65,56,83,61,381,66,81,78,82,74,277,49,34,55,69,70,360,84,50,69,75,82,379,72,74,72,86,75,,196,62,76,58,59,15,11,10,15,8,1986,402,4,3,Medium,High,3,Normal (170-185),41,73,80,68,68,72
"FIFA 12 Feb 22, 201263  71 Reactions76  72 Strength77  83 GK Diving73  76 GK Handling78  74 GK Kicking72  74 GK Positioning77  79 GK Reflexes74  78 Overall rating78  80 Potential",A. Lindegaard GK,27,78,80,"Manchester United
2010 ~ 2014",135043,"193cm / 6'4""",80kg / 176lbs,Right,78,GK,2,"Jan 1, 2010",,€3.4M,€30K,€0,71,13,15,13,18,12,104,16,10,17,27,34,308,47,62,72,71,56,247,27,74,56,72,18,137,33,22,18,42,22,,40,13,14,13,386,83,76,74,74,79,1293,441,3,1,Medium,Medium,1,Lean (185+),83,76,74,79,55,74
"FIFA 12 Feb 22, 201234  39 Acceleration34  42 Sprint speed74  69 Sliding tackle79  78 Overall rating80  78 PotentialJoined Jul 1, 2011  Jan 1, 2011",M. Demichelis CB CDM LB,30,78,78,"Málaga
2011 ~ 2014",134979,"184cm / 6'0""",80kg / 176lbs,Right,77,CB,0,"Jan 1, 2011",,€3.4M,€20K,€0,275,52,33,82,73,35,227,45,26,30,68,58,255,39,42,48,71,55,282,47,63,54,84,34,305,88,73,28,71,45,,231,80,82,69,38,6,10,11,6,5,1613,345,3,2,Low,Medium,3,Normal (170-185),41,36,63,51,78,76
"FIFA 12 Feb 22, 201270  75 Crossing73  75 Heading accuracy72  76 Short passing80  86 Volleys60  66 Long passing60  69 Ball controlPosition 1 ST  RWPosition 3 RW  RMPosition 4 RM  N/AWeak foot 2   3 and 20 more changes",J. Briand RW CF RM,25,78,83,"Olympique Lyonnais
2010 ~ 2014",134779,"181cm / 5'11""",82kg / 181lbs,Right,77,RW,5,"Jan 1, 2010",,€10M,€50K,€0,388,75,76,75,76,86,349,80,73,61,66,69,406,86,88,90,79,63,389,79,86,77,74,73,350,69,56,71,77,77,,126,42,45,39,36,11,5,6,5,9,2044,437,3,3,High,Medium,3,Normal (170-185),87,76,74,77,49,74
"FIFA 12 Feb 22, 201276  77 Short passing73  77 Volleys84  82 Dribbling66  67 Long passing80  81 Ball control85  83 Agility75  76 Reactions72  73 Long shotsPosition 1 RM  CAMPosition 3 CAM  RMand 16 more changes",J. Schlaudraff CAM CF RM ST,27,78,79,"Hannover 96
2008 ~ 2015",126925,"180cm / 5'11""",68kg / 150lbs,Right,78,CAM,1,"Jan 1, 2008",,€6.5M,€30K,€0,348,73,74,47,77,77,379,82,76,73,67,81,401,83,82,83,76,77,332,70,69,65,55,73,291,37,31,77,78,68,,51,17,19,15,45,6,10,10,5,14,1847,389,4,4,Medium,Low,2,Lean (170-185),82,73,75,81,23,55
"FIFA 12 Feb 22, 201274  77 Short passing69  72 Long passing84  83 Reactions83  85 Shot power81  79 Stamina84  83 Strength75  71 Long shots81  80 Interceptions78  77 Vision72  75 Markingand 13 more changes",M. Topal CDM CM,25,78,80,"Valencia
2010 ~ 2015",124635,"186cm / 6'1""",77kg / 170lbs,Right,78,CDM,2,"Jan 1, 2010",,€4.8M,€30K,€0,319,57,59,70,77,56,342,65,60,68,72,77,320,60,61,59,83,57,390,85,72,79,83,71,352,82,80,52,77,61,,236,75,82,79,55,14,9,14,8,10,2014,426,3,2,Medium,High,2,Normal (185+),61,66,71,69,78,81
"FIFA 12 Feb 22, 201276  75 Crossing57  56 Heading accuracy51  61 Volleys74  73 Dribbling66  72 Curve75  76 Reactions80  79 Shot power55  52 Sliding tackle",S. İnan CM CDM,26,78,82,"Galatasaray
2011 ~ 2015",124607,"172cm / 5'8""",68kg / 150lbs,Right,79,CAM,4,"Jan 1, 2011",,€7.5M,€40K,€0,348,75,70,56,86,61,390,73,72,78,85,82,373,70,66,80,76,81,381,79,77,82,62,81,351,68,57,72,86,68,,164,54,58,52,46,8,6,7,10,15,2053,427,3,3,Medium,Medium,1,Normal (170-185),68,74,83,77,56,69
"FIFA 12 Feb 22, 201278  82 Finishing65  71 Heading accuracy64  69 Short passing74  77 Dribbling63  70 Curve44  70 FK Accuracy76  78 Ball controlPosition 1 CF  STPosition 2 RW  CFPosition 3 N/A  RWand 17 more changes",B. Yılmaz ST CF RW,25,78,79,"Turkey
Free",124375,"188cm / 6'2""",80kg / 176lbs,Right,78,ST,1,"Jan 1, 2010",,€0,€0,€0,364,78,82,71,69,64,361,77,70,70,66,78,329,73,81,46,77,52,371,79,55,81,85,71,329,67,37,82,67,76,,130,39,44,47,55,13,14,10,7,11,1939,421,3,3,High,Low,2,Normal (185+),77,78,70,73,44,79
"FIFA 12 Feb 22, 201280  74 Short passing82  76 Acceleration73  68 Stamina54  58 Strength39  49 Interceptions23  46 Standing tackle22  32 Sliding tackle79  78 Overall ratingDefensive work rate Low  Medium",P. Trochowski CAM RM LM CM,27,78,81,"Sevilla
2011 ~ 2015",121945,"169cm / 5'7""",70kg / 154lbs,Right,78,CAM,3,"Jan 1, 2011",,€8M,€40K,€0,364,77,69,58,74,86,404,83,84,80,75,82,397,76,78,82,76,85,367,86,70,68,58,85,341,59,49,74,75,84,,92,14,46,32,50,15,10,8,8,9,2015,410,5,4,Medium,Medium,2,Normal (170-),77,77,76,82,37,61
"FIFA 12 Feb 22, 201280  81 GK Diving70  74 GK Handling73  74 GK Positioning77  78 Overall rating79  80 Potential",M. Rensing GK,27,78,80,"FC Köln
2011 ~ 2013",121937,"190cm / 6'3""",92kg / 203lbs,Right,78,GK,2,"Jan 1, 2011",,€3.4M,€30K,€0,72,9,11,13,29,10,84,9,10,11,32,22,298,63,61,55,74,45,227,33,81,34,67,12,154,55,24,14,31,30,,33,11,11,11,382,81,74,68,74,85,1250,444,3,1,Medium,Medium,2,Normal (185+),81,74,68,85,62,74
"FIFA 12 Feb 22, 201262  39 Acceleration65  44 Sprint speed63  32 Agility62  41 Balance60  68 Jumping51  32 Stamina80  79 GK Diving77  76 GK Handling78  77 GK Positioning82  81 GK Reflexesand 12 more changes",N. Douchez GK,31,78,79,"Paris Saint Germain
2011 ~ 2014",117063,"186cm / 6'1""",81kg / 179lbs,Right,78,GK,1,"Jan 1, 2011",,€2.9M,€30K,€0,81,17,9,12,32,11,87,8,9,11,36,23,234,39,44,32,78,41,194,31,68,32,52,11,130,43,22,14,40,11,,36,9,12,15,383,79,76,70,77,81,1145,425,3,1,Medium,Medium,2,Normal (185+),79,76,70,81,42,77
"FIFA 12 Feb 22, 201273  76 Reactions81  82 GK Diving73  74 GK Handling80  81 GK ReflexesInternational reputation 3   2",D. Benaglio GK,27,78,82,"VfL Wolfsburg
2008 ~ 2013",115533,"194cm / 6'4""",89kg / 196lbs,Right,78,GK,4,"Jan 1, 2008",,€4.5M,€30K,€0,81,14,8,15,32,12,93,13,12,13,31,24,305,58,55,69,76,47,251,36,77,51,76,11,123,38,22,7,28,28,,37,10,13,14,385,82,74,71,77,81,1275,441,3,1,Medium,Medium,2,Normal (185+),82,74,71,81,56,77
"FIFA 12 Feb 22, 201266  64 Crossing82  80 Finishing74  72 Short passing70  74 Volleys66  68 Curve63  58 Long passing75  74 Acceleration70  68 Agility76  77 Reactions78  83 Shot powerand 19 more changes",M. Pinilla ST CF,27,78,78,"Cagliari
2012 ~ 2014",113045,"185cm / 6'1""",75kg / 165lbs,Right,78,ST,0,"Jan 1, 2012",,€6M,€20K,€0,370,64,80,80,72,74,337,75,68,60,58,76,357,74,78,68,77,60,378,83,84,68,81,62,318,60,30,84,66,78,,96,32,34,30,52,11,12,11,6,12,1908,404,3,3,Medium,Medium,2,Normal (185+),76,77,66,74,37,74
"FIFA 12 Feb 22, 201281  84 Short passing88  89 Curve61  64 Acceleration57  54 Sprint speed73  67 Balance67  53 Jumping63  54 Stamina60  65 PositioningPosition 2 CM  RMPosition 3 N/A  CMand 17 more changes",Juninho CAM RM CM,36,78,78,"Vasco da Gama
2011 ~ 2017",112712,"178cm / 5'10""",71kg / 157lbs,Right,78,CAM,0,"Jan 1, 2011",,€1.6M,€20K,€0,376,86,76,56,84,74,428,78,89,93,84,84,321,64,54,71,65,67,340,86,53,54,63,84,334,57,44,65,83,85,,185,63,64,58,57,13,14,6,11,13,2041,418,3,3,Medium,Medium,2,Normal (170-185),59,79,85,78,58,59
"FIFA 12 Feb 22, 201283  82 Crossing77  71 Finishing79  76 Short passing77  67 VolleysHeight 176cm / 5'9""  178cm / 5'10""Weight 76kg / 168lbs  75kg / 165lbsPosition 1 RW  CFPosition 2 LW  RMPosition 3 CF  LMPosition 4 RM  N/Aand 31 more changes",Reyes CF RM LM,27,78,78,"Sevilla
2012 ~ 2015",111093,"178cm / 5'10""",75kg / 165lbs,Left,80,LW,0,"Jan 1, 2012",,€6M,€30K,€0,353,82,71,57,76,67,406,84,86,81,73,82,400,82,79,82,76,81,328,74,58,61,58,77,306,49,21,78,80,78,,68,22,25,21,57,14,9,7,12,15,1918,397,3,4,High,Low,3,Lean (170-185),80,73,78,83,26,57
"FIFA 12 Feb 22, 201277  74 Crossing72  70 Finishing67  65 Volleys81  84 Ball control80  77 Acceleration81  78 Sprint speed80  79 Agility82  79 Reactions73  62 StaminaPosition 4 CM  N/Aand 15 more changes",Cani RM LM CAM,29,78,78,"Villarreal
2006 ~ 2014",110026,"180cm / 5'11""",75kg / 165lbs,Right,79,CAM,0,"Jan 1, 2006",,€4.7M,€30K,€0,341,74,70,52,80,65,388,82,83,68,71,84,387,77,78,79,79,74,340,74,68,62,59,77,328,60,43,81,76,68,,125,43,44,38,46,8,11,6,15,6,1955,412,3,3,Medium,Medium,2,Normal (170-185),78,72,76,82,44,60
"FIFA 12 Feb 22, 201282  80 Finishing92  91 Heading accuracy77  73 Dribbling64  44 Long passing77  73 Sprint speed74  79 Reactions79  81 Shot power95  92 JumpingHeight 182cm / 6'0""  181cm / 5'11""Weight 78kg / 172lbs  75kg / 165lbsand 16 more changes",Aduriz ST CF,30,78,78,"Valencia
2010 ~ 2013",106231,"181cm / 5'11""",75kg / 165lbs,Right,78,ST,0,"Jan 1, 2010",,€5M,€30K,€0,369,52,80,91,70,76,305,73,62,52,44,74,338,65,73,64,79,57,388,81,92,67,78,70,308,69,21,81,66,71,,133,44,42,47,57,14,10,9,15,9,1898,397,4,3,Medium,High,2,Lean (170-185),69,78,60,72,44,74
"FIFA 12 Feb 22, 201284  82 Heading accuracy78  75 Short passing73  72 Long passing81  74 Reactions90  76 Stamina90  87 Strength85  81 Aggression80  82 InterceptionsPosition 2 CM  N/APosition 3 CB  N/Aand 14 more changes",A. Diarra CDM,29,78,78,"Olympique Marseille
2011 ~ 2014",53030,"190cm / 6'3""",79kg / 174lbs,Right,79,CB,0,"Jan 1, 2011",,€3.3M,€30K,€0,320,48,58,82,75,57,289,68,34,41,72,74,318,67,62,64,74,51,397,81,90,76,87,63,352,81,82,57,75,57,,228,69,82,77,53,6,6,15,11,15,1957,422,4,2,Medium,High,3,Normal (185+),64,63,65,69,78,83
"FIFA 12 Feb 22, 201278  73 Finishing76  72 Dribbling67  66 Acceleration70  69 Agility79  78 Shot power78  76 Long shots88  85 Positioning80  78 Overall rating80  78 PotentialPosition 3 N/A  ST",T. Cahill CAM CM ST,31,78,78,"Everton
2004 ~ 2014",51412,"178cm / 5'10""",64kg / 141lbs,Right,79,ST,0,"Jan 1, 2004",,€4.7M,€20K,€0,412,79,73,94,82,84,366,72,66,69,75,84,367,66,68,69,86,78,393,78,94,72,73,76,374,87,62,85,74,66,,181,61,61,59,39,12,10,6,6,5,2132,436,4,3,High,Medium,2,Normal (170-185),67,75,77,76,64,77
"FIFA 12 Feb 22, 2012Position 1 RM  LMPosition 2 LM  RMPosition 3 LW  N/APosition 4 RW  N/A",D. Duff LM RM,32,78,78,"Fulham
2009 ~ 2013",51287,"175cm / 5'9""",76kg / 168lbs,Left,78,LW,0,"Jan 1, 2009",,€3.3M,€20K,€0,366,84,70,51,81,80,360,84,68,58,70,80,368,72,69,83,69,75,332,77,51,66,63,75,293,42,46,70,75,60,,154,54,58,42,54,14,13,11,11,5,1927,412,3,3,Medium,Medium,3,Normal (170-185),70,72,77,82,52,59
"FIFA 12 Feb 22, 201266  54 Acceleration68  63 Sprint speed64  58 Agility73  61 Balance84  72 Jumping77  66 Stamina80  83 Strength82  80 Sliding tackle80  78 Overall ratingand 13 more changes",J. Woodgate CB,31,78,78,"Stoke City
2011 ~ 2012",50641,"189cm / 6'2""",80kg / 176lbs,Right,78,CB,0,"Jan 1, 2011",,€2.9M,€20K,€0,259,40,36,86,61,36,224,27,34,47,53,63,307,54,63,58,71,61,304,41,72,66,83,42,296,81,77,26,59,53,,240,77,83,80,42,9,6,9,8,10,1672,354,3,2,Medium,High,2,Normal (185+),59,39,53,45,80,78
"FIFA 12 Feb 22, 201276  75 Dribbling82  86 FK Accuracy82  83 Ball control68  65 Acceleration79  75 Reactions74  73 Balance81  84 Shot power69  63 Jumping70  68 Stamina70  68 Strengthand 19 more changes",Hugo Viana CM CDM CAM,28,78,80,"Sporting Braga
2010 ~ 2013",49204,"178cm / 5'10""",74kg / 163lbs,Left,79,CAM,2,"Jan 1, 2010",,€6M,€30K,€0,359,76,69,63,83,68,414,75,85,86,85,83,344,65,61,70,75,73,365,84,63,68,68,82,370,65,64,78,86,77,,184,62,63,59,56,14,9,15,6,12,2092,428,3,3,Medium,Medium,2,Normal (170-185),63,75,83,77,63,67
"FIFA 12 Feb 22, 201276  78 GK Diving75  76 GK Handling77  78 Overall rating77  78 PotentialContract valid until 2012  2014",S. Sorrentino GK,32,78,78,"Chievo
2008 ~ 2014",49031,"186cm / 6'1""",84kg / 185lbs,Right,78,GK,0,"Jan 1, 2008",,€1.9M,€20K,€0,85,11,10,10,36,18,101,12,14,11,34,30,287,57,60,52,70,48,236,41,70,49,64,12,156,52,25,10,39,30,,34,11,10,13,385,78,76,70,80,81,1284,444,3,1,Medium,Medium,2,Normal (185+),78,76,70,81,59,80
"FIFA 12 Feb 22, 201248  46 Crossing80  78 Heading accuracy62  60 Short passing46  42 Dribbling60  58 Long passing68  60 Ball control58  57 Sprint speed80  76 Reactions77  75 Aggression86  85 Interceptionsand 16 more changes",Juan CB,32,78,78,"Roma
2007 ~ 2013",46042,"182cm / 6'0""",74kg / 163lbs,Right,77,CB,0,"Jan 1, 2007",,€2.3M,€30K,€0,258,46,40,78,60,34,224,42,41,23,58,60,305,62,57,50,76,60,294,64,76,55,71,28,280,75,85,30,41,49,,246,83,83,80,50,11,12,7,5,15,1657,353,3,2,Low,Medium,3,Lean (170-185),59,42,50,51,83,68
"FIFA 12 Feb 22, 201281  79 Short passing77  75 Long passing69  68 Acceleration74  68 Sprint speed81  77 Reactions85  83 Shot power75  73 Jumping78  69 Stamina75  76 Strength74  72 Long shotsand 16 more changes",Capdevila LB LM,33,78,78,"Benfica
2011 ~ 2013",25924,"182cm / 6'0""",78kg / 172lbs,Left,78,CB,0,"Jan 1, 2011",,€1.8M,€30K,€0,340,81,52,73,79,55,366,62,74,78,75,77,325,68,68,60,77,52,373,83,73,69,76,72,337,75,78,61,61,62,,241,82,82,77,53,14,13,7,6,13,2035,427,3,2,High,Medium,3,Normal (170-185),68,63,75,67,80,74
"FIFA 12 Feb 22, 201282  80 Heading accuracy70  78 Jumping82  80 Marking",O. Mellberg CB,33,78,78,"Olympiakos Piraeus
2009 ~ 2012",24851,"186cm / 6'1""",83kg / 183lbs,Right,77,CB,0,"Jan 1, 2009",,€1.8M,€30K,€0,248,54,22,80,60,32,222,33,44,33,57,55,279,53,50,44,73,59,311,53,78,60,86,34,300,80,76,34,53,57,,238,80,78,80,47,11,9,7,11,9,1645,340,3,2,Medium,High,3,Stocky (185+),51,33,55,44,79,78
,Rogério Ceni GK,38,78,78,"São Paulo
1992 ~ 2012",21570,"188cm / 6'2""",85kg / 187lbs,Right,78,GK,0,"Jan 1, 1992",,€0,€30K,€0,91,12,15,12,38,14,269,14,81,83,33,58,265,49,42,42,70,62,228,38,71,36,70,13,186,42,17,11,31,85,,26,9,9,8,407,81,73,94,85,74,1472,452,2,1,Medium,Medium,2,Normal (185+),81,73,94,74,45,85
"FIFA 12 Feb 22, 201262  64 Crossing84  85 Finishing71  76 Short passing71  70 Volleys81  85 Curve87  86 FK Accuracy49  69 Long passing74  75 Ball control70  64 AccelerationPosition 2 N/A  CFand 26 more changes",A. Frei ST CF,31,78,78,"Basel
2009 ~ 2013",20882,"180cm / 5'11""",74kg / 163lbs,Right,77,ST,0,"Jan 1, 2009",,€4.7M,€40K,€0,367,64,85,72,76,70,387,72,85,86,69,75,352,64,67,71,77,73,372,79,74,74,73,72,371,76,42,84,76,93,,84,24,39,21,57,11,14,11,11,10,1990,405,4,3,High,Medium,3,Normal (170-185),66,81,74,73,37,74
"FIFA 12 Feb 22, 201274  75 Reactions93  94 Strength82  86 Aggression71  72 Interceptions74  76 Marking82  83 Standing tackle77  78 Overall rating77  78 PotentialHeight 196cm / 6'5""  197cm / 6'6""Weight 96kg / 212lbs  95kg / 209lbs",D. Van Buyten CB RB LB,33,78,78,"FC Bayern München
2006 ~ 2012",16897,"197cm / 6'6""",95kg / 209lbs,Right,77,CB,0,"Jan 1, 2006",,€1.8M,€30K,€0,302,47,59,91,66,39,210,30,31,35,62,52,182,31,27,19,75,30,314,84,31,55,94,50,315,86,72,58,44,55,,230,76,83,71,51,13,10,6,10,12,1604,340,2,2,Medium,Medium,3,Stocky (185+),29,61,54,38,78,80
"FIFA 12 Feb 22, 201281  84 Acceleration81  83 Sprint speed47  34 Stamina66  67 StrengthBody type Lean (170-185)  Normal (170-185)",I. Córdoba CB RB LB,34,78,78,"Inter
2000 ~ 2012",16619,"173cm / 5'8""",73kg / 161lbs,Right,77,CB,0,"Jan 1, 2000",,€1.2M,€30K,€0,279,50,35,73,62,59,191,31,22,21,62,55,392,84,83,64,76,85,312,67,93,34,67,51,313,79,85,35,45,69,,246,85,82,79,48,7,9,13,14,5,1781,373,3,2,Low,High,3,Normal (170-185),83,48,52,46,82,62
