Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,Vinícius Jr. LW,21,86,92,"Real Madrid
2018 ~ 2025",238794,"176cm / 5'9""",73kg / 161lbs,Right,86,LW,6,"Jul 12, 2018",,€109M,€200K,€245.3M,353,72,84,50,75,72,393,92,77,62,73,89,449,95,95,94,82,83,373,76,75,84,62,76,306,58,26,82,75,65,79.0,75,32,25,18,36,5,7,7,7,10,1985,434,4,5,High,High,2,Lean (170-185),95,79,74,90,29,67
,I. Bennacer CDM CM,24,83,87,"Milan
2019 ~ 2027",226754,"175cm / 5'9""",70kg / 154lbs,Left,84,CM,4,"Aug 4, 2019",,€47.5M,€69K,€84.3M,346,72,63,62,85,64,400,86,73,73,83,85,413,81,73,87,83,89,378,75,78,82,69,74,382,86,81,66,81,68,84.0,237,76,82,79,62,9,12,10,16,15,2218,465,3,4,High,Medium,2,Lean (170-185),77,68,80,86,78,76
,João Félix CF ST,22,83,89,"Chelsea
Jun 30, 2023 On loan",242444,"181cm / 5'11""",72kg / 159lbs,Right,86,CAM,6,"Jul 3, 2019","Jun 30, 2023",€59M,€71K,€0,391,77,79,69,83,83,401,88,83,67,76,87,417,82,82,88,81,84,374,80,76,75,62,81,345,68,40,84,85,68,85.0,107,30,42,35,66,13,12,14,13,14,2101,436,4,5,Medium,Medium,2,Unique,82,80,80,87,40,67
,G. Simeone ST,26,78,79,"Napoli
Jun 30, 2023 On loan",216816,"181cm / 5'11""",81kg / 179lbs,Right,79,ST,1,"Jun 17, 2022","Jun 30, 2023",€17M,€33K,€0,361,55,81,77,71,77,350,74,71,66,61,78,379,78,76,75,77,73,393,83,88,74,74,74,316,78,24,79,60,75,75.0,118,44,38,36,61,12,15,9,14,11,1978,412,4,3,High,Medium,2,Normal (170-185),77,79,64,75,41,76
,M. Oršić LW LM ST,29,78,78,"Southampton
2023 ~ 2025",221174,"179cm / 5'10""",69kg / 152lbs,Right,78,LW,0,"Jan 6, 2023",,€14M,€63K,€26.6M,365,78,82,57,70,78,376,72,85,80,63,76,427,85,89,89,79,85,375,82,66,80,60,87,335,47,59,79,69,81,74.0,174,59,59,56,56,8,13,6,15,14,2108,440,4,3,High,High,2,Lean (170-185),87,83,72,76,59,63
,Brahim CAM CF RW,22,78,83,"Milan
Jun 30, 2023 On loan",231410,"171cm / 5'7""",59kg / 130lbs,Right,80,CAM,5,"Jan 6, 2019","Jun 30, 2023",€21.5M,€110K,€0,303,66,69,30,83,55,374,82,74,61,74,83,408,81,75,89,72,91,316,70,66,65,44,71,280,41,30,73,78,58,72.0,84,40,23,21,51,13,9,13,10,6,1816,385,5,4,High,Medium,1,Lean (170-185),78,69,76,82,30,50
,V. Osimhen ST,23,84,90,"Napoli
2020 ~ 2025",232293,"185cm / 6'1""",78kg / 172lbs,Right,86,ST,6,"Sep 1, 2020",,€67.5M,€79K,€128.3M,381,62,90,81,72,76,324,80,63,48,53,80,411,87,93,78,85,68,410,80,90,81,86,73,335,70,34,86,70,75,79.0,103,36,45,22,53,14,14,10,9,6,2017,440,4,3,High,Medium,2,Lean (185+),90,83,65,79,41,82
,F. Tomori CB,24,84,88,"Milan
2021 ~ 2027",232756,"185cm / 6'1""",79kg / 174lbs,Right,86,CB,4,"Jul 1, 2021",,€54.5M,€75K,€96.7M,277,56,33,83,73,32,270,61,38,40,65,66,399,80,90,74,84,71,341,56,83,73,84,45,280,83,85,37,48,27,81.0,257,86,89,82,51,10,13,10,11,7,1875,419,4,2,Medium,High,2,Lean (185+),86,40,60,66,86,81
,F. Valverde CM RW,23,86,91,"Real Madrid
2016 ~ 2027",239053,"182cm / 6'0""",78kg / 172lbs,Right,87,CM,5,"Jul 22, 2016",,€102M,€210K,€216.8M,369,78,76,59,86,70,396,81,74,69,87,85,407,84,91,77,87,68,407,89,62,89,80,87,384,81,81,80,83,59,82.0,240,79,82,79,45,6,10,6,15,8,2248,493,4,3,High,High,1,Unique,88,80,83,82,78,82
,G. Rutter ST,20,75,85,"Leeds United
2023 ~ 2028",245637,"182cm / 6'0""",83kg / 183lbs,Left,77,ST,10,"Jan 17, 2023",,€12.5M,€30K,€26.3M,334,52,74,73,67,68,309,80,56,45,51,77,386,76,79,77,73,81,359,74,76,66,74,69,253,35,12,76,62,68,71.0,60,17,26,17,50,6,10,14,10,10,1751,376,5,4,Medium,Medium,1,Normal (170-185),78,73,59,78,24,64
,K. Mitoma LM,25,78,81,"Brighton & Hove Albion
2021 ~ 2025",255565,"178cm / 5'10""",71kg / 157lbs,Right,80,CAM,3,"Aug 10, 2021",,€18.5M,€61K,€36.5M,340,69,76,52,74,69,359,86,71,62,59,81,408,89,79,87,75,78,336,69,65,72,62,68,331,58,57,75,78,63,77.0,169,56,59,54,56,10,13,10,14,9,1999,431,4,4,Medium,Medium,1,Normal (170-185),84,72,71,83,57,64
,Cristiano Ronaldo ST,37,87,87,"Al Nassr
2023 ~ 2025",20801,"187cm / 6'2""",83kg / 183lbs,Right,87,ST,0,"Jan 1, 2023",,€27M,€72K,€45.9M,416,77,90,89,76,84,389,79,79,75,70,86,390,75,82,77,89,67,419,92,95,70,75,87,349,62,29,92,76,90,93.0,80,24,32,24,58,7,11,15,14,11,2101,432,4,5,High,Low,5,Unique,79,90,75,82,34,72
,R. Højlund ST,19,71,86,"Atalanta
2022 ~ 2027",259399,"187cm / 6'2""",79kg / 174lbs,Left,73,ST,15,"Aug 27, 2022",,€4.5M,€17K,€10.5M,303,38,73,68,61,63,286,68,55,48,49,66,368,83,84,69,66,66,355,74,58,73,84,66,290,71,28,68,53,70,60.0,66,27,24,15,50,12,8,9,14,7,1718,380,3,2,Medium,High,1,Normal (185+),84,71,52,67,29,77
,T. Almada CAM CM CF,21,76,87,"Atlanta United
2022 ~ 2025",245371,"171cm / 5'7""",62kg / 137lbs,Right,78,CAM,11,"Feb 10, 2022",,€17M,€7K,€28.9M,321,64,71,39,74,73,394,82,85,80,68,79,428,90,81,92,72,93,332,75,56,74,55,72,339,64,58,68,72,77,81.0,157,47,57,53,47,12,8,9,8,10,2018,425,4,4,High,Low,1,Normal (170-185),85,72,72,82,52,62
,D. Praet CAM CF CM,28,76,76,"Leicester City
2019 ~ 2024",199652,"181cm / 5'11""",78kg / 172lbs,Right,76,CAM,0,"Aug 8, 2019",,€7.5M,€69K,€14.3M,350,74,70,58,78,70,376,79,75,67,77,78,348,68,65,72,76,67,345,76,59,70,62,78,340,66,64,76,78,56,78.0,179,52,67,60,46,6,6,10,14,10,1984,416,4,4,Medium,Medium,2,Normal (170-185),66,72,76,77,60,65
"FIFA 23 Apr 17, 2023Real face No  Yes",R. Bentancur CM,25,82,86,"Tottenham Hotspur
2022 ~ 2026",227535,"187cm / 6'2""",73kg / 161lbs,Right,84,CM,4,"Jan 31, 2022",,€42M,€105K,€83M,360,76,66,62,85,71,392,85,71,68,83,85,372,73,70,72,79,78,365,69,73,86,72,65,379,78,82,72,83,64,86.0,240,79,83,78,55,8,7,14,14,12,2163,458,4,4,Medium,High,2,Lean (185+),71,67,81,83,79,77
,Cucurella LB CB LWB,23,80,84,"Chelsea
2022 ~ 2028",239231,"173cm / 5'8""",66kg / 146lbs,Left,81,CM,4,"Aug 5, 2022",,€28M,€85K,€53.9M,340,81,68,57,79,55,374,80,78,57,79,80,394,78,74,78,81,83,368,73,77,87,66,65,365,76,75,77,78,59,77.0,235,78,80,77,50,13,7,9,10,11,2126,452,3,3,High,High,1,Normal (170-185),76,68,78,80,76,74
,M. Rashford LW LM ST,24,85,88,"Manchester United
2014 ~ 2024",231677,"186cm / 6'1""",70kg / 154lbs,Right,87,ST,3,"Jul 1, 2014",,€73.5M,€170K,€145.2M,392,77,86,76,79,74,403,86,84,77,72,84,419,86,92,82,85,74,399,93,76,76,74,80,357,69,39,85,79,85,82.0,111,40,38,33,53,11,6,15,7,14,2134,453,3,5,High,Low,3,Unique,89,86,78,84,42,74
,S. Tonali CDM CM,22,84,88,"Milan
2021 ~ 2027",241096,"181cm / 5'11""",79kg / 174lbs,Right,84,CDM,4,"Jul 8, 2021",,€56M,€75K,€99.4M,369,78,69,70,84,68,395,75,75,81,81,83,407,78,83,81,82,83,391,79,65,85,81,81,382,84,81,75,78,64,84.0,237,81,81,75,44,13,9,8,7,7,2225,475,4,3,Medium,High,1,Unique,81,73,81,79,79,82
,M. Caicedo CDM CM,20,77,85,"Brighton & Hove Albion
2021 ~ 2027",256079,"178cm / 5'10""",71kg / 157lbs,Right,78,CDM,8,"Feb 1, 2021",,€22M,€39K,€46.2M,297,53,58,57,77,52,326,73,51,54,74,74,370,78,72,75,69,76,373,72,80,80,70,71,346,73,79,68,72,54,76.0,230,76,78,76,56,15,6,13,9,13,1998,429,3,3,High,High,1,Normal (170-185),75,63,68,74,75,74
,R. Lewis RB,17,70,87,"Manchester City
2022 ~ 2024",271574,"175cm / 5'9""",70kg / 154lbs,Right,71,RWB,17,"Jul 1, 2022",,€3.8M,€2K,€9.4M,260,64,44,49,73,30,297,70,54,42,60,71,364,73,77,73,66,75,261,46,60,69,49,37,287,58,65,55,59,50,67.0,200,58,72,70,55,11,8,11,12,13,1724,373,3,2,High,Medium,1,Normal (170-185),75,43,64,71,64,56
,D. Núñez ST LW,23,82,89,"Liverpool
2022 ~ 2028",253072,"187cm / 6'2""",80kg / 176lbs,Right,84,ST,7,"Jul 1, 2022",,€61.5M,€120K,€126.1M,381,68,83,79,72,79,356,76,75,61,68,76,409,88,91,78,85,67,415,86,78,89,87,75,361,80,41,86,76,78,82.0,113,38,41,34,59,14,10,12,10,13,2094,449,3,3,High,High,1,Lean (185+),90,82,71,77,43,86
,R. Kolo Muani ST RM,23,82,86,"Eintracht Frankfurt
2022 ~ 2027",237679,"187cm / 6'2""",73kg / 161lbs,Right,83,ST,4,"Jul 1, 2022",,€44M,€40K,€78.1M,378,63,80,78,78,79,353,86,69,54,61,83,424,90,87,84,81,82,367,79,82,68,75,63,298,32,38,84,80,64,85.0,95,32,32,31,49,7,14,15,8,5,1964,422,3,4,Medium,Medium,1,Lean (185+),88,76,71,84,38,65
,W. Weghorst ST,29,79,79,"Manchester United
Jun 30, 2023 On loan",223689,"197cm / 6'6""",84kg / 185lbs,Right,79,ST,0,"Jan 31, 2022","Jun 30, 2023",€17.5M,€59K,€0,362,42,77,88,77,78,286,65,40,48,54,79,298,53,63,59,81,42,399,84,74,83,90,68,346,87,37,80,71,71,79.0,151,48,64,39,62,11,9,14,16,12,1904,408,3,2,High,High,2,Normal (185+),59,77,62,69,54,87
,Kim Min Jae CB,25,80,84,"Napoli
2022 ~ 2025",237086,"190cm / 6'3""",81kg / 179lbs,Right,82,CB,4,"Jul 28, 2022",,€26.5M,€52K,€47M,233,35,23,78,73,24,251,57,36,23,69,66,367,75,84,65,78,65,333,51,80,77,88,37,297,84,78,48,57,30,70.0,243,81,82,80,56,13,7,11,14,11,1780,397,3,2,Low,High,2,Normal (185+),80,33,57,63,80,84
,R. Koch CB CDM,25,76,80,"Leeds United
2020 ~ 2024",236532,"191cm / 6'3""",83kg / 183lbs,Right,78,CB,4,"Aug 29, 2020",,€9.5M,€33K,€18.8M,246,40,27,76,74,29,260,60,31,28,71,70,314,53,69,62,75,55,308,56,66,68,76,42,305,73,78,52,64,38,74.0,232,78,78,76,44,9,6,15,8,6,1709,375,4,2,Medium,High,2,Lean (185+),62,38,60,64,78,73
,K. Thuram CM CDM,21,79,85,"Nice
2019 ~ 2025",247246,"192cm / 6'4""",81kg / 179lbs,Right,81,CM,6,"Jul 6, 2019",,€28M,€35K,€58.8M,360,72,75,76,82,55,366,80,72,56,78,80,367,75,74,71,78,69,380,74,74,81,80,71,363,70,77,78,79,59,79.0,228,77,77,74,50,7,9,14,11,9,2114,456,3,3,High,High,1,Normal (185+),74,72,77,78,77,78
,R. Cherki CAM LW RW,18,73,87,"Olympique Lyonnais
2019 ~ 2023",251570,"176cm / 5'9""",71kg / 157lbs,Left,75,CAM,14,"Jul 7, 2019",,€7M,€15K,€17.7M,290,70,64,28,71,57,378,85,77,73,64,79,376,74,68,82,69,83,298,76,31,56,67,68,277,57,22,69,68,61,75.0,57,19,23,15,43,7,14,6,8,8,1719,371,5,5,High,Low,1,Stocky (170-185),71,67,70,82,21,60
,W. Gnonto LM RM ST,18,74,86,"Leeds United
2022 ~ 2027",258906,"165cm / 5'5""",71kg / 157lbs,Right,75,CAM,12,"Sep 1, 2022",,€10M,€12K,€21M,318,58,70,62,70,58,321,81,52,46,64,78,411,88,85,86,67,85,338,72,64,68,67,67,280,59,25,72,61,63,74.0,77,37,21,19,53,11,9,10,10,13,1798,395,4,3,High,Medium,1,Stocky (170-),86,69,63,80,31,66
,Éder Militão CB,24,84,89,"Real Madrid
2019 ~ 2025",240130,"186cm / 6'1""",78kg / 172lbs,Right,86,CB,5,"Jul 1, 2019",,€57.5M,€160K,€122.2M,317,69,48,87,79,34,320,70,60,40,76,74,388,83,88,70,85,62,356,62,87,86,79,42,353,84,86,64,59,60,74.0,255,85,86,84,61,11,8,15,12,15,2050,446,3,2,Medium,High,2,Lean (170-185),86,50,70,72,86,82
,J. Gvardiol CB LB,20,82,89,"RB Leipzig
2021 ~ 2027",251517,"185cm / 6'1""",80kg / 176lbs,Left,84,CB,7,"Jul 1, 2021",,€56M,€44K,€106.4M,311,61,42,78,76,54,343,75,59,59,74,76,369,80,77,68,79,65,383,76,88,79,84,56,352,86,82,58,65,61,75.0,247,79,84,84,39,5,8,6,9,11,2044,440,4,3,High,High,1,Normal (185+),78,54,69,74,82,83
,O. Giroud ST,35,82,82,"Milan
2021 ~ 2023",178509,"193cm / 6'4""",91kg / 201lbs,Left,82,ST,0,"Jul 17, 2021",,€13M,€66K,€22.1M,405,64,86,91,78,86,350,69,71,65,60,85,275,41,43,54,84,53,382,86,82,55,90,69,373,76,42,87,78,90,85.0,94,37,37,20,49,12,15,11,6,5,1928,390,3,3,Medium,Medium,3,Normal (185+),42,83,72,73,42,78
,N. Zaniolo CF RW RM,22,80,84,"Galatasaray
2023 ~ 2027",238067,"190cm / 6'3""",79kg / 174lbs,Left,82,CAM,4,"Feb 9, 2023",,€31M,€71K,€61.2M,342,64,75,64,79,60,359,81,65,60,68,85,407,89,86,79,77,76,377,79,65,75,87,71,371,89,60,86,76,60,74.0,185,64,63,58,48,8,11,11,13,5,2089,459,3,4,High,Medium,2,Unique,87,74,72,81,62,83
,R. Gravenberch CM,20,79,88,"FC Bayern München
2022 ~ 2027",246104,"190cm / 6'3""",77kg / 170lbs,Right,82,CAM,9,"Jul 1, 2022",,€38.5M,€45K,€71.2M,358,75,76,58,80,69,390,84,74,69,78,85,383,76,78,80,73,76,385,78,72,81,75,79,338,52,74,74,80,58,76.0,197,69,69,59,49,12,8,6,11,12,2100,454,4,4,Medium,Medium,1,Lean (185+),77,76,78,83,68,72
,J. Frimpong RWB RB RM,21,82,88,"Bayer 04 Leverkusen
2021 ~ 2025",253149,"171cm / 5'7""",64kg / 141lbs,Right,82,RWB,6,"Jan 27, 2021",,€46M,€44K,€87.4M,312,83,62,49,75,43,352,86,77,47,61,81,446,96,93,91,76,90,319,53,72,85,61,48,343,74,76,76,78,39,76.0,228,75,78,75,54,12,7,8,13,14,2054,452,3,3,High,Medium,1,Normal (170-185),94,56,74,84,74,70
,N. Madueke RW RM,20,77,86,"Chelsea
2023 ~ 2030",254796,"182cm / 6'0""",73kg / 161lbs,Left,78,CAM,9,"Jan 21, 2023",,€23M,€72K,€47.2M,317,65,72,42,71,67,368,85,75,63,64,81,419,92,89,84,74,80,349,73,76,64,64,72,281,53,31,67,69,61,71.0,111,42,32,37,51,5,13,6,12,15,1896,409,4,4,Medium,Low,1,Lean (170-185),90,71,68,82,36,62
,W. Zaïre-Emery CM CDM,16,70,88,"Paris Saint Germain
2022 ~ 2025",270673,"178cm / 5'10""",70kg / 154lbs,Right,72,CAM,18,"Jul 15, 2022",,€4M,€5K,€9.9M,298,59,60,56,77,46,337,74,64,53,71,75,347,70,71,71,62,73,337,69,65,72,69,62,316,62,60,65,70,59,68.0,192,61,68,63,55,14,11,7,8,15,1882,406,3,2,Medium,Medium,1,Normal (170-185),71,62,69,73,63,68
,A. Tchouaméni CDM CM,22,83,89,"Real Madrid
2022 ~ 2028",241637,"187cm / 6'2""",81kg / 179lbs,Right,84,CDM,6,"Jul 1, 2022",,€53.5M,€145K,€120.4M,341,68,65,74,84,50,370,78,76,53,83,80,373,75,72,73,83,70,391,78,74,83,81,75,375,80,84,74,82,55,83.0,240,81,81,78,48,9,8,12,12,7,2138,460,3,3,Medium,High,2,Lean (185+),73,69,78,78,81,81
"FIFA 23 Apr 17, 2023Real face No  Yes",B. Johnson RW ST,21,75,85,"Nottingham Forest
2019 ~ 2026",251421,"179cm / 5'10""",71kg / 157lbs,Right,76,RM,10,"Apr 1, 2019",,€12.5M,€43K,€26.3M,346,72,76,58,67,73,324,80,64,43,63,74,395,87,89,88,65,66,307,70,40,78,52,67,277,48,23,68,71,67,70.0,136,41,42,53,52,14,7,13,5,13,1837,402,4,3,High,Medium,1,Lean (170-185),88,72,67,77,41,57
,Alejandro Garnacho LW LM,18,70,86,"Manchester United
2021 ~ 2023",268438,"180cm / 5'11""",72kg / 159lbs,Right,70,LW,16,"Jul 28, 2021",,€4M,€21K,€10.1M,292,63,67,44,63,55,315,74,68,61,47,65,411,86,83,85,71,86,274,61,38,67,50,58,266,46,33,68,63,56,67.0,87,28,35,24,55,6,15,14,13,7,1700,366,4,3,High,Medium,1,Lean (170-185),84,63,61,73,32,53
,M. Simakan CB RB,22,79,87,"RB Leipzig
2021 ~ 2027",243854,"187cm / 6'2""",82kg / 181lbs,Right,81,CB,8,"Jul 1, 2021",,€37M,€43K,€70.3M,274,60,39,77,70,28,291,67,55,32,69,68,346,70,76,63,76,61,327,61,77,74,82,33,324,79,81,54,63,47,74.0,238,76,86,76,46,8,6,6,11,15,1846,406,2,2,Medium,Medium,1,Normal (185+),73,43,64,67,80,79
,X. Simons CAM RW LW,19,78,88,"PSV
2022 ~ 2027",245367,"174cm / 5'9""",58kg / 128lbs,Right,80,CAM,10,"Jul 1, 2022",,€30.5M,€12K,€48.8M,330,65,73,53,77,62,375,80,75,65,72,83,423,88,87,87,79,82,333,69,53,79,66,66,358,77,65,75,78,63,77.0,178,60,62,56,43,9,11,5,8,10,2040,444,3,4,High,High,1,Lean (170-185),87,70,73,82,61,71
,M. Baturina CM CAM,19,72,86,"Dinamo Zagreb
2021 ~ 2027",262842,"172cm / 5'8""",68kg / 150lbs,Right,75,CAM,14,"Feb 14, 2021",,€5.5M,€500,€15.5M,318,67,60,49,75,67,373,81,68,71,72,81,372,78,73,78,68,75,336,73,60,74,57,72,318,64,58,58,75,63,77.0,178,60,60,58,35,7,5,7,10,6,1930,413,4,3,Medium,Medium,1,Normal (170-185),75,65,72,80,58,63
,A. Mac Allister CM CAM CDM,23,80,84,"Brighton & Hove Albion
2019 ~ 2025",239837,"176cm / 5'9""",72kg / 159lbs,Right,82,CAM,4,"Jul 1, 2019",,€30M,€65K,€59.3M,375,79,78,61,83,74,408,80,83,82,81,82,370,73,68,73,80,76,374,78,64,82,69,81,368,64,64,78,81,81,81.0,209,72,72,65,56,7,10,14,15,10,2160,450,3,3,Medium,Medium,1,Normal (170-185),70,79,81,80,69,71
,João Pedro ST CAM,20,72,85,"Watford
2020 ~ 2025",252042,"182cm / 6'0""",70kg / 154lbs,Right,74,ST,13,"Jan 1, 2020",,€5.5M,€25K,€13.9M,335,56,74,72,68,65,320,77,64,46,59,74,367,79,76,80,72,60,321,70,54,70,64,63,251,29,14,74,65,69,72.0,66,17,25,24,45,7,6,10,8,14,1705,367,4,3,Medium,Medium,1,Lean (170-185),77,70,62,75,25,58
,A. Vermeeren CDM CM,17,68,87,"Antwerp
2022 ~ 2026",269859,"176cm / 5'9""",63kg / 139lbs,Right,69,CM,19,"Jan 1, 2022",,€2.9M,€500,€6.2M,243,55,37,47,74,30,325,71,61,51,71,71,351,71,67,77,58,78,312,56,70,77,58,51,277,58,68,34,72,45,73.0,190,64,64,62,45,9,6,13,9,8,1743,378,4,2,Medium,High,1,Lean (170-185),69,44,68,71,63,63
,L. Openda ST,22,77,84,"Lens
2022 ~ 2027",243580,"175cm / 5'9""",78kg / 172lbs,Right,79,ST,7,"Jul 6, 2022",,€21.5M,€31K,€45.2M,353,69,80,68,72,64,301,76,51,43,56,75,423,94,93,81,76,79,386,73,92,78,77,66,310,72,16,78,69,75,72.0,63,29,19,15,48,9,8,10,8,13,1884,413,3,3,High,Low,1,Normal (170-185),93,75,66,76,26,77
,Gabriel Martinelli LW LM,21,81,88,"Arsenal
2019 ~ 2027",251566,"178cm / 5'10""",75kg / 165lbs,Right,82,RM,7,"Jul 2, 2019",,€52.5M,€78K,€110.3M,373,74,81,72,76,70,361,89,72,65,52,83,423,89,87,86,79,82,338,77,55,78,63,65,331,80,37,78,76,60,76.0,131,44,44,43,35,10,6,7,6,6,1992,434,3,4,High,High,1,Lean (170-185),88,75,71,85,45,70
,L. Sučić CAM CM,19,74,85,"Salzburg
2019 ~ 2025",258775,"185cm / 6'1""",71kg / 157lbs,Left,76,CAM,11,"Jul 1, 2019",,€9M,€14K,€15.3M,332,73,66,47,74,72,377,76,76,74,74,77,358,74,76,74,69,65,348,74,63,73,62,76,322,58,56,68,75,65,70.0,141,47,50,44,55,15,12,10,11,7,1933,407,3,3,Medium,Medium,1,Lean (185+),75,70,74,75,49,64
