Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,S. Agüero ST,27,88,88,"Manchester City
2011 ~ 2020",153079,"172cm / 5'8""",74kg / 163lbs,Right,87,CF,0,"Jul 28, 2011",,€55M,€250K,€0,392,70,90,68,79,85,395,89,82,72,63,89,442,92,86,86,88,90,398,87,80,74,73,84,338,57,24,91,83,83,,45,13,20,12,59,13,15,6,11,14,2069,434,4,4,High,Medium,4,Normal (170-185),89,88,75,89,23,70
,Iniesta CM,31,88,88,"FC Barcelona
2002 ~ 2018",41,"171cm / 5'7""",68kg / 150lbs,Right,87,CAM,0,"Jul 1, 2002",,€43M,€220K,€0,372,79,73,54,92,74,418,90,80,70,86,92,409,76,75,83,88,87,316,65,54,64,59,74,374,58,68,85,92,71,,170,57,57,56,45,6,13,6,13,7,2104,443,4,4,High,Medium,5,Normal (170-),75,72,87,90,59,60
,J. Rodríguez CAM CM RW,23,87,91,"Real Madrid
2014 ~ 2020",198710,"180cm / 5'11""",75kg / 165lbs,Left,85,CAM,4,"Jul 22, 2014",,€59.5M,€210K,€0,416,88,85,68,84,91,420,87,82,86,80,85,398,78,78,83,85,74,372,86,55,73,71,87,383,74,58,83,87,81,,102,25,47,30,64,15,15,15,5,14,2155,448,3,4,Medium,Medium,4,Normal (170-185),78,86,85,85,43,71
,De Gea GK,24,87,90,"Manchester United
2011 ~ 2019",193080,"193cm / 6'4""",82kg / 181lbs,Right,86,GK,3,"Jul 1, 2011",,€49M,€180K,€0,95,17,13,21,31,13,116,13,21,19,32,31,290,51,55,57,84,43,199,31,67,25,64,12,188,38,30,12,68,40,,47,13,21,13,429,88,81,86,85,89,1364,482,3,1,Medium,Medium,3,Lean (185+),88,81,86,89,53,85
,J. Boateng CB,26,87,87,"FC Bayern München
2011 ~ 2021",183907,"192cm / 6'4""",90kg / 198lbs,Right,85,CB,0,"Jul 14, 2011",,€38.5M,€220K,€0,318,69,34,87,75,53,308,67,56,31,81,73,352,74,83,58,83,54,378,79,76,75,90,58,333,82,84,47,74,46,,265,84,90,91,45,7,12,15,6,5,1999,439,4,2,Medium,Medium,4,Normal (170-185),79,50,71,68,87,84
,T. Kroos CM CDM,25,87,89,"Real Madrid
2014 ~ 2020",182521,"182cm / 6'0""",78kg / 172lbs,Right,85,CM,2,"Jul 17, 2014",,€53M,€200K,€0,386,85,76,54,89,82,426,83,84,83,90,86,329,59,52,71,85,62,378,87,54,76,72,89,367,54,76,76,88,73,,191,60,72,59,51,10,11,13,7,10,2128,441,5,3,Medium,Medium,4,Normal (170-185),55,81,88,82,66,69
,L. Modrić CM CDM,29,87,87,"Real Madrid
2012 ~ 2018",177003,"174cm / 5'9""",65kg / 143lbs,Right,85,CM,0,"Aug 1, 2012",,€41.5M,€190K,€0,365,78,71,55,86,75,417,86,79,77,83,92,427,78,74,93,88,94,370,73,67,87,61,82,383,62,73,79,89,80,,217,69,75,73,52,13,9,7,14,9,2231,463,4,4,High,Medium,4,Lean (170-185),76,75,84,89,71,68
,G. Bale RW,25,87,88,"Real Madrid
2013 ~ 2019",173731,"183cm / 6'0""",74kg / 163lbs,Left,85,RW,1,"Sep 2, 2013",,€53M,€210K,€0,401,84,81,76,84,76,424,87,87,85,80,85,412,93,95,75,84,65,411,87,67,90,79,88,372,77,59,83,77,76,,187,60,65,62,52,15,15,11,5,6,2259,487,3,4,High,Medium,4,Lean (170-185),94,83,82,84,63,81
,Sergio Ramos CB,29,87,87,"Real Madrid
2005 ~ 2020",155862,"183cm / 6'0""",75kg / 165lbs,Right,85,CB,0,"Aug 1, 2005",,€34M,€190K,€0,362,74,60,86,76,66,351,57,73,68,70,83,381,78,79,82,82,60,389,77,91,86,80,55,354,83,88,52,63,68,,264,85,89,90,46,11,8,9,7,11,2147,453,3,3,High,Medium,4,Normal (170-185),79,63,72,69,87,83
,P. Lahm RB CDM CM,31,87,87,"FC Bayern München
2002 ~ 2018",121939,"170cm / 5'7""",66kg / 146lbs,Right,86,RWB,0,"Nov 1, 2002",,€28.5M,€190K,€0,346,84,47,63,86,66,383,82,77,59,79,86,409,73,69,83,91,93,332,57,72,79,59,65,374,58,93,69,83,71,,268,86,87,95,47,11,12,5,14,5,2159,443,3,3,Medium,High,4,Normal (170-),71,56,82,84,86,64
,P. Pogba CM,22,86,91,"Juventus
2012 ~ 2019",195864,"191cm / 6'3""",84kg / 185lbs,Right,84,CM,5,"Jul 1, 2012",,€52M,€180K,€0,388,76,71,72,85,84,419,88,81,80,81,89,376,75,79,75,86,61,448,91,85,90,91,91,390,74,71,83,86,76,,222,68,76,78,20,5,6,2,4,3,2263,485,4,4,High,Medium,4,Lean (185+),77,81,82,86,72,87
,K. De Bruyne RM CAM LM,24,86,89,"Manchester City
2015 ~ 2021",192985,"181cm / 5'11""",76kg / 168lbs,Right,85,RM,3,"Aug 30, 2015",,€49M,€180K,€0,395,90,82,53,88,82,408,85,78,77,82,86,394,76,78,78,87,75,392,84,65,85,73,85,368,68,52,83,88,77,,109,30,39,40,56,15,13,5,10,13,2122,445,5,4,High,Medium,3,Normal (170-185),77,83,86,84,40,75
,T. Courtois GK,23,86,90,"Chelsea
2011 ~ 2019",192119,"199cm / 6'6""",88kg / 194lbs,Left,85,GK,4,"Jul 26, 2011",,€44M,€180K,€0,85,14,14,13,32,12,97,13,19,11,31,23,285,46,52,61,81,45,229,36,68,38,70,17,122,23,15,13,44,27,,45,11,18,16,414,84,87,69,86,88,1277,463,3,1,Medium,Medium,3,Unique,84,87,69,88,49,86
"FIFA 16 Sep 22, 201688  87 Potential",T. Müller CF RW CAM ST,25,86,87,"FC Bayern München
2008 ~ 2021",189596,"186cm / 6'1""",75kg / 165lbs,Right,84,CF,1,"Aug 10, 2008",,€46M,€210K,€0,416,79,89,82,83,83,376,78,81,59,77,81,395,76,78,77,91,73,393,74,81,90,68,80,376,57,58,94,85,82,,117,32,41,44,52,6,7,11,14,14,2125,438,4,3,High,High,4,Lean (185+),77,84,80,79,46,72
,Sergio Busquets CDM,26,86,86,"FC Barcelona
2008 ~ 2019",189511,"189cm / 6'2""",76kg / 168lbs,Right,84,CDM,0,"Sep 1, 2008",,€33.5M,€220K,€0,325,62,60,70,89,44,369,74,66,68,79,82,298,54,48,58,83,55,346,61,66,88,77,54,395,86,87,77,85,60,,249,83,86,80,48,5,8,13,9,13,2030,427,3,3,Medium,Medium,4,Lean (185+),51,59,79,74,83,81
,M. Reus LM CAM,26,86,87,"Borussia Dortmund
2012 ~ 2019",188350,"180cm / 5'11""",75kg / 165lbs,Right,86,CAM,1,"Jul 1, 2012",,€44.5M,€210K,€0,392,85,83,51,86,87,424,86,90,84,79,85,438,89,91,89,87,82,378,84,70,73,65,86,352,47,50,87,84,84,,111,30,36,45,61,12,12,13,13,11,2156,447,4,4,Medium,Medium,3,Lean (170-185),90,84,84,86,39,64
,A. Sánchez LW LM RW,26,86,87,"Arsenal
2014 ~ 2018",184941,"169cm / 5'7""",62kg / 137lbs,Right,84,LW,1,"Jul 10, 2014",,€45.5M,€230K,€0,382,77,83,65,79,78,402,88,78,78,73,85,433,88,84,90,84,87,397,82,85,85,66,79,362,80,42,85,78,77,,104,30,39,35,60,10,10,15,12,13,2140,446,3,4,High,High,4,Normal (170-),86,82,77,87,39,75
,Á. Di María RW CM CAM,27,86,86,"Paris Saint Germain
2015 ~ 2019",183898,"180cm / 5'11""",75kg / 165lbs,Left,84,RW,0,"Aug 6, 2015",,€40.5M,€230K,€0,376,90,75,53,81,77,409,87,83,72,81,86,424,88,88,90,79,79,380,87,72,78,64,79,353,76,38,83,83,73,,161,37,63,61,51,10,7,11,12,11,2154,455,2,4,High,Medium,4,Lean (170-185),88,79,83,86,49,70
,D. Godín CB,29,86,86,"Atlético Madrid
2010 ~ 2019",182493,"185cm / 6'1""",73kg / 161lbs,Right,85,CB,0,"Aug 1, 2010",,€29.5M,€180K,€0,313,55,42,92,77,47,295,53,49,51,69,73,340,68,69,62,83,58,349,67,88,73,78,43,320,84,86,48,52,50,,261,86,86,89,49,6,8,15,5,15,1927,408,3,2,Medium,High,3,Lean (185+),69,48,64,62,87,78
,M. Hummels CB,26,86,87,"Borussia Dortmund
2009 ~ 2017",178603,"191cm / 6'3""",92kg / 203lbs,Right,84,CB,1,"Jul 1, 2009",,€37.5M,€220K,€0,347,64,55,90,78,60,345,68,65,53,82,77,335,62,66,64,85,58,345,71,70,67,86,51,365,71,91,56,79,68,,259,86,87,86,42,15,6,10,5,6,2038,432,3,2,High,Medium,4,Normal (185+),64,58,74,71,88,77
,David Silva LM CAM,29,86,86,"Manchester City
2010 ~ 2019",168542,"170cm / 5'7""",67kg / 148lbs,Left,86,CAM,0,"Jul 14, 2010",,€36M,€190K,€0,383,85,72,54,92,80,423,87,83,77,85,91,412,79,68,93,84,88,340,71,66,68,56,79,345,51,41,83,93,77,,82,23,30,29,5,1,1,1,1,1,1990,416,2,4,High,Low,4,Normal (170-185),73,74,89,89,32,59
,G. Higuaín ST,27,86,86,"Napoli
2013 ~ 2018",167664,"184cm / 6'0""",82kg / 181lbs,Right,85,ST,0,"Jul 27, 2013",,€41M,€220K,€0,391,68,90,78,72,83,358,83,69,62,58,86,382,79,83,74,86,60,394,85,73,72,84,80,300,50,20,90,70,70,,52,12,22,18,39,5,12,7,5,10,1916,415,4,3,High,Medium,3,Normal (170-185),81,86,68,82,24,74
,K. Benzema ST,27,86,86,"Real Madrid
2009 ~ 2019",165153,"187cm / 6'2""",79kg / 174lbs,Right,84,ST,0,"Jul 1, 2009",,€41M,€230K,€0,404,75,88,78,86,77,367,82,79,73,47,86,384,82,84,75,83,60,384,83,70,75,78,78,339,65,22,87,83,82,,40,13,15,12,41,13,11,5,5,7,1959,420,4,4,Medium,Low,4,Normal (170-185),83,84,76,81,22,74
,Cesc Fàbregas CM CAM,28,86,86,"Chelsea
2014 ~ 2019",162895,"175cm / 5'9""",74kg / 163lbs,Right,84,CM,0,"Jul 1, 2014",,€37.5M,€220K,€0,409,86,76,74,92,81,417,81,77,81,91,87,352,65,62,65,83,77,368,77,68,81,64,78,351,45,54,80,92,80,,188,62,64,62,54,6,10,8,15,15,2139,437,3,3,High,Medium,4,Normal (170-),63,77,89,81,62,65
,F. Ribéry LM,32,86,86,"FC Bayern München
2007 ~ 2017",156616,"170cm / 5'7""",72kg / 159lbs,Right,86,CAM,0,"Jul 1, 2007",,€29.5M,€190K,€0,367,82,77,41,87,80,417,90,83,81,73,90,439,86,85,90,87,91,324,76,50,64,61,73,338,52,36,82,88,80,,64,13,25,26,47,15,6,9,7,10,1996,420,4,5,High,Medium,4,Normal (170-),85,77,84,90,25,59
,G. Chiellini CB,30,86,86,"Juventus
2005 ~ 2018",138956,"187cm / 6'2""",86kg / 190lbs,Left,84,CB,0,"Jul 1, 2005",,€28M,€190K,€0,263,52,33,84,49,45,237,52,56,31,49,49,358,69,79,61,80,69,376,79,89,69,90,49,300,88,87,29,46,50,,270,90,90,90,15,3,3,2,4,3,1819,397,2,2,Low,High,4,Normal (185+),75,47,48,54,89,84
,P. Čech GK,33,86,86,"Arsenal
2015 ~ 2019",48940,"196cm / 6'5""",90kg / 198lbs,Left,84,GK,0,"Jun 29, 2015",,€28M,€160K,€0,102,19,12,19,35,17,99,12,13,19,33,22,266,45,52,49,86,34,180,21,51,32,65,11,93,17,23,13,17,23,,36,11,13,12,414,83,84,77,85,85,1190,463,3,1,Medium,Medium,4,Normal (185+),83,84,77,85,49,85
,D. Alaba LB CB CM,23,85,88,"FC Bayern München
2010 ~ 2018",197445,"180cm / 5'11""",76kg / 168lbs,Left,84,LB,3,"Feb 10, 2010",,€35.5M,€160K,€0,373,82,63,76,84,68,407,82,78,83,80,84,418,86,86,85,84,77,401,83,82,88,67,81,390,69,86,77,78,80,,250,82,84,84,50,5,7,14,15,9,2289,478,4,3,High,Medium,3,Normal (170-185),86,72,81,83,83,73
,H. Mkhitaryan RM LM,26,85,86,"Borussia Dortmund
2013 ~ 2017",192883,"177cm / 5'10""",75kg / 165lbs,Right,85,CAM,1,"Jul 8, 2013",,€37.5M,€180K,€0,376,80,74,53,85,84,401,87,83,64,78,89,429,87,84,90,85,83,388,87,72,84,67,78,381,70,68,84,87,72,,157,49,53,55,42,5,11,14,5,7,2174,460,5,4,High,High,3,Normal (170-185),85,78,82,88,55,72
,A. Vidal CM CDM,28,85,85,"FC Bayern München
2015 ~ 2019",181872,"180cm / 5'11""",75kg / 165lbs,Right,84,CM,0,"Jul 28, 2015",,€32M,€190K,€0,388,76,75,76,83,78,387,81,76,68,79,83,394,79,76,75,87,77,413,83,82,93,75,80,421,90,88,78,79,86,,253,76,88,89,16,4,2,4,2,4,2272,481,4,3,High,High,4,Normal (170-185),77,78,79,81,83,83
,Diego Costa ST,26,85,86,"Chelsea
2014 ~ 2019",179844,"188cm / 6'2""",85kg / 187lbs,Right,83,ST,1,"Jul 15, 2014",,€39.5M,€200K,€0,379,63,88,82,65,81,329,82,58,59,48,82,353,75,78,63,85,52,388,83,60,85,91,69,368,90,40,88,74,76,,101,28,39,34,55,11,13,12,8,11,1973,429,4,3,High,Medium,4,Normal (185+),77,82,63,79,40,88
,E. Cavani ST LW,28,85,85,"Paris Saint Germain
2013 ~ 2018",179813,"184cm / 6'0""",71kg / 157lbs,Right,83,ST,0,"Jul 16, 2013",,€33.5M,€200K,€0,403,70,85,89,77,82,366,81,75,77,50,83,378,74,78,82,85,59,415,85,88,90,74,78,376,82,48,87,77,82,,96,24,45,27,53,12,5,13,13,10,2087,433,3,3,High,Medium,4,Lean (170-185),76,83,71,81,42,80
,I. Rakitić CM,27,85,85,"FC Barcelona
2014 ~ 2019",168651,"184cm / 6'0""",78kg / 172lbs,Right,84,CM,0,"Jun 24, 2014",,€33M,€180K,€0,378,81,82,49,86,80,433,83,87,84,92,87,353,69,67,72,79,66,364,84,52,78,63,87,381,67,69,80,87,78,,170,52,65,53,51,14,11,12,5,9,2130,445,3,3,Medium,Medium,3,Normal (170-185),68,83,86,82,59,67
,Miranda CB,30,85,85,"Inter
Jun 30, 2017 On loan",168609,"186cm / 6'1""",76kg / 168lbs,Right,84,CB,0,"Jul 3, 2015","Jun 30, 2017",€24M,€150K,€0,289,48,43,83,64,51,265,62,32,39,65,67,357,74,77,67,81,58,342,70,86,65,80,41,318,85,88,43,53,49,,268,89,90,89,53,12,6,10,13,12,1892,413,3,2,Medium,Medium,3,Lean (185+),76,49,56,65,89,78
,H. Lloris GK,28,85,85,"Tottenham Hotspur
2012 ~ 2019",167948,"188cm / 6'2""",78kg / 172lbs,Left,84,GK,0,"Aug 1, 2012",,€29M,€160K,€0,71,13,10,10,27,11,96,10,11,10,31,34,321,65,63,55,84,54,195,23,74,41,43,14,138,31,27,10,30,40,,40,12,10,18,406,87,82,68,81,88,1267,470,1,1,Medium,Medium,3,Lean (185+),87,82,68,88,64,81
,Piqué CB,28,85,85,"FC Barcelona
2008 ~ 2019",152729,"193cm / 6'4""",85kg / 187lbs,Right,83,CB,0,"Jul 1, 2008",,€26M,€190K,€0,343,57,64,82,83,57,316,59,58,43,80,76,307,56,68,58,81,44,339,62,74,69,83,51,345,68,88,58,62,69,,256,86,87,83,58,10,11,14,15,8,1964,420,3,2,High,Medium,4,Normal (185+),63,61,70,64,86,76
,Santi Cazorla CAM CM CDM,30,85,85,"Arsenal
2012 ~ 2017",146562,"168cm / 5'6""",66kg / 146lbs,Right,84,CAM,0,"Aug 7, 2012",,€31M,€160K,€0,378,85,77,58,86,72,421,86,86,78,84,87,404,77,66,85,85,91,363,78,71,72,60,82,366,64,55,82,85,80,,166,56,62,48,42,6,9,5,7,15,2140,441,5,4,Medium,Medium,3,Stocky (170-),71,78,85,86,57,64
,C. Tévez ST,31,85,85,"Boca Juniors
2015 ~ 2018",143001,"173cm / 5'8""",71kg / 157lbs,Right,86,CF,0,"Jul 13, 2015",,€29M,€160K,€0,386,73,88,58,80,87,401,86,84,82,61,88,442,90,87,83,91,91,422,88,77,91,79,87,372,86,34,90,80,82,,141,39,51,51,15,4,2,3,2,4,2179,467,3,3,High,High,3,Stocky (170-),88,88,76,87,45,83
,V. Kompany CB,29,85,85,"Manchester City
2008 ~ 2019",139720,"192cm / 6'4""",85kg / 187lbs,Right,83,CB,0,"Aug 22, 2008",,€25M,€170K,€0,301,61,45,84,65,46,311,64,61,52,66,68,326,68,69,63,84,42,360,76,73,68,88,55,322,81,78,41,59,63,,263,86,90,87,38,10,9,5,8,6,1921,417,3,2,Medium,Medium,4,Normal (185+),69,54,62,65,86,81
,A. Barzagli CB,34,85,85,"Juventus
2011 ~ 2016",137186,"187cm / 6'2""",87kg / 192lbs,Right,84,CB,0,"Jan 1, 2011",,€10.5M,€120K,€0,243,40,27,76,65,35,271,60,50,31,65,65,362,69,79,61,84,69,327,51,83,69,85,39,297,76,92,29,50,50,,268,90,90,88,16,4,2,4,2,4,1784,397,3,2,Low,High,3,Normal (185+),75,36,55,63,89,79
,B. Schweinsteiger CM CDM,30,85,85,"Manchester United
2015 ~ 2018",121944,"183cm / 6'0""",79kg / 174lbs,Right,83,CM,0,"Jul 13, 2015",,€29.5M,€170K,€0,400,79,73,79,87,82,406,77,82,78,87,82,327,51,53,73,89,61,400,84,83,74,78,81,415,80,86,80,86,83,,221,68,77,76,65,14,14,13,13,11,2234,447,3,3,High,High,4,Normal (170-185),52,78,85,78,76,78
,W. Rooney ST CAM,29,85,85,"Manchester United
2004 ~ 2019",54050,"176cm / 5'9""",83kg / 183lbs,Right,83,ST,0,"Aug 31, 2004",,€32.5M,€170K,€0,409,78,85,80,80,86,415,79,84,84,85,83,387,72,74,77,87,77,424,87,81,87,84,85,394,89,54,87,83,81,,120,29,54,37,49,10,11,13,8,7,2198,452,4,3,Medium,High,4,Stocky (170-185),73,85,81,80,47,86
,Y. Touré CM,32,85,85,"Manchester City
2010 ~ 2017",20289,"189cm / 6'2""",90kg / 198lbs,Right,83,CM,0,"Jul 2, 2010",,€25M,€170K,€0,377,67,82,74,86,68,412,81,80,85,83,83,351,69,78,64,85,55,413,86,65,86,92,84,395,78,66,81,85,85,,216,63,78,75,53,13,14,6,12,8,2217,473,4,3,Medium,Low,4,Lean (185+),74,83,81,79,70,86
,M. Verratti CM CDM,22,84,89,"Paris Saint Germain
2012 ~ 2020",199556,"165cm / 5'5""",60kg / 132lbs,Right,83,CM,5,"Jul 1, 2012",,€38M,€140K,€0,333,72,52,55,90,64,397,88,73,64,87,85,404,72,64,87,87,94,324,66,64,80,56,58,391,89,83,71,84,64,,234,78,82,74,64,12,12,15,15,10,2147,443,4,4,High,High,3,Normal (170-),68,58,83,87,78,69
,Isco CAM CM LM,23,84,88,"Real Madrid
2013 ~ 2018",197781,"176cm / 5'9""",74kg / 163lbs,Right,83,CAM,4,"Jul 3, 2013",,€38M,€170K,€0,356,72,76,59,85,64,414,87,86,74,78,89,395,77,71,84,79,84,354,72,64,78,59,81,343,58,48,77,84,76,,105,25,43,37,51,10,8,12,15,6,2018,422,3,4,High,Medium,3,Normal (170-185),74,76,81,87,40,64
,A. Griezmann ST LW RW,24,84,88,"Atlético Madrid
2014 ~ 2020",194765,"176cm / 5'9""",67kg / 148lbs,Left,84,LW,4,"Jul 29, 2014",,€39M,€170K,€0,407,82,87,78,77,83,403,86,84,74,75,84,414,86,86,89,83,70,378,79,83,76,62,78,337,69,35,88,74,71,,56,23,22,11,63,14,8,14,13,14,2058,428,3,4,High,Medium,3,Lean (170-185),86,83,77,85,29,68
,N. Otamendi CB,27,84,84,"Manchester City
2015 ~ 2020",192366,"183cm / 6'0""",81kg / 179lbs,Right,83,CB,0,"Aug 20, 2015",,€24M,€180K,€0,311,52,53,86,64,56,256,41,50,39,66,60,361,74,75,71,79,62,375,69,90,78,82,56,309,85,86,49,45,44,,255,83,86,86,48,12,5,8,11,12,1915,407,3,2,Medium,Medium,3,Normal (170-185),75,56,56,53,85,82
,M. Götze CAM LM,23,84,88,"FC Bayern München
2013 ~ 2017",192318,"176cm / 5'9""",72kg / 159lbs,Right,83,CAM,4,"Jul 1, 2013",,€38M,€170K,€0,376,76,78,54,85,83,409,90,80,74,75,90,400,76,68,87,85,84,332,68,70,68,64,62,334,48,53,84,84,65,,71,16,29,26,49,14,7,12,6,10,1971,409,4,4,Medium,Medium,3,Normal (170-185),72,73,81,89,32,62
,J. Pastore CM LW RW,26,84,85,"Paris Saint Germain
2011 ~ 2019",191180,"187cm / 6'2""",78kg / 172lbs,Right,84,CAM,1,"Aug 1, 2011",,€32.5M,€180K,€0,381,78,75,63,87,78,411,89,83,69,83,87,374,72,75,85,84,58,348,78,49,75,68,78,378,65,69,81,88,75,,159,49,59,51,51,14,9,6,10,12,2102,447,4,4,High,Medium,3,Lean (185+),74,77,84,86,58,68
,Hulk RM RW ST,28,84,84,"Brazil
Free",189362,"180cm / 5'11""",85kg / 187lbs,Left,84,LM,0,"Jun 30, 2016",,€0,€0,€0,389,80,85,68,83,73,410,84,80,84,78,84,383,84,85,72,83,59,430,94,72,84,90,90,380,84,55,83,80,78,,102,33,41,28,46,6,10,7,11,12,2140,464,3,4,High,Medium,3,Stocky (170-185),85,87,81,82,43,86
,Jordi Alba LB,26,84,85,"FC Barcelona
2012 ~ 2020",189332,"170cm / 5'7""",68kg / 150lbs,Left,83,LB,1,"Jul 1, 2012",,€27M,€180K,€0,352,82,73,60,77,60,373,80,77,64,70,82,442,93,92,89,81,87,368,64,81,90,67,66,361,75,82,77,68,59,,245,79,84,82,60,13,15,13,6,13,2201,473,3,3,High,Medium,3,Normal (170-),92,69,75,82,80,75
